onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id
3.018	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s605
5.525	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.431	probe	AX	s605
7.707	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s605
10.21	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.511	probe	AY	s605
12.528	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s605
15.035	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.519	probe	AY	s605
16.672	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s605
19.179	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.352	probe	BX	s605
21.089	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s605
23.596	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.391	probe	AX	s605
27.142	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s605
29.649	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.491	probe	BX	s605
31.287	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s605
33.795	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.449	probe	BY	s605
35.297	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s605
37.803	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.388	probe	AX	s605
39.305	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s605
41.812	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.419	probe	AX	s605
43.588	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s605
46.097	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.248	probe	BY	s605
48.551	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s605
51.057	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.473	probe	AX	s605
52.967	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s605
55.473	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.255	probe	BX	s605
57.111	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s605
