onset	duration	coded_response	experiment_exp_id	item_coding	item_text	key_press	possible_responses	response_time	survey	trial_type	worker_id
1.007	8.5	1.0	survey_medley	reverse	I wish I had more self-discipline.	77	66,89,71,82,77	2.979	brief	Q15	s621
10.076	8.5	2.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	89	66,89,71,82,77	4.806	impulsive_venture	Q39	s621
20.373	8.5	4.0	survey_medley	forward	As I get older, I begin to experience time as limited.	82	66,89,71,82,77	3.546	future_time	Q31	s621
32.162	8.5	2.0	survey_medley	forward	I am good at resisting temptation.	89	66,89,71,82,77	2.776	brief	Q09	s621
41.368	8.5	4.0	survey_medley	forward	I tend to act without thinking when I am really excited.	82	66,89,71,82,77	5.099	upps	Q37	s621
50.85	8.5	3.0	survey_medley	forward	I am diligent.	71	66,89,71,82,77	5.32	grit	Q08	s621
60.807	8.5	2.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	82	66,89,71,82,77	4.374	grit	Q05	s621
72.669	8.5	2.0	survey_medley	forward	When overjoyed, I feel like I cant stop myself from going overboard.	89	66,89,71,82,77	5.63	upps	Q35	s621
81.876	8.5	3.0	survey_medley	reverse	I often act without thinking through all the alternatives.	71	66,89,71,82,77	5.7	brief	Q21	s621
93.398	8.5	2.0	survey_medley	reverse	I have trouble concentrating.	82	66,89,71,82,77	2.068	brief	Q18	s621
102.403	8.5	4.0	survey_medley	forward	Most of my life lies ahead of me.	82	66,89,71,82,77	3.235	future_time	Q25	s621
111.544	8.5	1.0	survey_medley	reverse	I have a hard time breaking bad habits.	77	66,89,71,82,77	3.256	brief	Q10	s621
121.16	8.5	2.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	82	66,89,71,82,77	5.003	grit	Q06	s621
130.774	8.5	4.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	82	66,89,71,82,77	8.398	upps	Q32	s621
141.069	8.5	1.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	77	66,89,71,82,77	3.562	grit	Q01	s621
151.161	8.5	2.0	survey_medley	forward	I have the sense that time is running out.	89	66,89,71,82,77	3.699	future_time	Q29	s621
160.233	8.5	3.0	survey_medley	forward	I refuse things that are bad for me.	71	66,89,71,82,77	2.882	brief	Q14	s621
170.394	8.5	2.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	89	66,89,71,82,77	4.568	upps	Q33	s621
180.283	8.5	2.0	survey_medley	forward	My future seems infinite to me.	89	66,89,71,82,77	2.274	future_time	Q26	s621
189.965	8.5	2.0	survey_medley	forward	When I get really happy about something, I tend to do things that can have bad consequences.	89	66,89,71,82,77	4.299	upps	Q34	s621
199.512	8.5	4.0	survey_medley	forward	I am able to work effectively toward long-term goals.	82	66,89,71,82,77	2.569	brief	Q19	s621
210.827	8.5	3.0	survey_medley	reverse	I say inappropriate things.	71	66,89,71,82,77	2.686	brief	Q12	s621
220.441	8.5	3.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	71	66,89,71,82,77	4.077	upps	Q36	s621
229.647	8.5	4.0	survey_medley	forward	I expect that I will set many new goals in the future.	82	66,89,71,82,77	2.861	future_time	Q23	s621
239.193	8.5	3.0	survey_medley	forward	My future is filled with possibilities.	71	66,89,71,82,77	2.657	future_time	Q24	s621
248.671	8.5	2.0	survey_medley	forward	People would say that I have iron self-discipline.	89	66,89,71,82,77	2.327	brief	Q16	s621
257.876	8.5	1.0	survey_medley	forward	Would you enjoy the sensation of skiing very fast down a high mountain slope?	66	66,89,71,82,77	3.859	impulsive_venture	Q40	s621
267.969	8.5	3.0	survey_medley	forward	I could do anything I want in the future.	71	66,89,71,82,77	3.095	future_time	Q27	s621
278.877	8.5	3.0	survey_medley	forward	There are only limited possibilities in my future.	71	66,89,71,82,77	3.599	future_time	Q30	s621
288.767	8.5	2.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	82	66,89,71,82,77	4.712	brief	Q20	s621
297.906	8.5	1.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	77	66,89,71,82,77	2.744	brief	Q17	s621
308.271	8.5	1.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	77	66,89,71,82,77	3.246	brief	Q13	s621
317.956	8.5	2.0	survey_medley	forward	Setbacks don't discourage me.	89	66,89,71,82,77	2.603	grit	Q02	s621
328.113	8.5	3.0	survey_medley	forward	I am a hard worker.	71	66,89,71,82,77	1.721	grit	Q04	s621
337.32	8.5	2.0	survey_medley	forward	I finish whatever I begin.	89	66,89,71,82,77	2.744	grit	Q07	s621
348.499	8.5	1.0	survey_medley	reverse	I am lazy.	77	66,89,71,82,77	1.613	brief	Q11	s621
357.775	8.5	2.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	89	66,89,71,82,77	5.414	impulsive_venture	Q38	s621
367.391	8.5	3.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	71	66,89,71,82,77	3.239	future_time	Q28	s621
376.463	8.5	1.0	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	77	66,89,71,82,77	4.037	grit	Q03	s621
385.469	8.5	4.0	survey_medley	forward	Many opportunities await me in the future.	82	66,89,71,82,77	2.571	future_time	Q22	s621
