onset	duration	coded_response	experiment_exp_id	item_coding	item_text	key_press	possible_responses	response_time	survey	trial_type	worker_id
1.005	8.5	3.0	survey_medley	forward	I refuse things that are bad for me.	71	66,89,71,82,77	4.536	brief	Q14	s548
10.143	8.5	5.0	survey_medley	reverse	I have a hard time breaking bad habits.	66	66,89,71,82,77	4.324	brief	Q10	s548
19.758	8.5	4.0	survey_medley	reverse	I have trouble concentrating.	89	66,89,71,82,77	4.009	brief	Q18	s548
29.372	8.5	4.0	survey_medley	reverse	I say inappropriate things.	89	66,89,71,82,77	4.05	brief	Q12	s548
39.666	8.5	5.0	survey_medley	forward	I could do anything I want in the future.	77	66,89,71,82,77	3.841	future_time	Q27	s548
49.757	8.5	3.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	71	66,89,71,82	8.727	upps	Q32	s548
58.826	8.5	4.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	89	66,89,71,82,77	5.412	grit	Q06	s548
68.985	8.5	5.0	survey_medley	forward	I am a hard worker.	77	66,89,71,82,77	3.172	grit	Q04	s548
78.871	8.5	3.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	71	66,89,71,82,77	5.628	grit	Q01	s548
88.553	8.5	5.0	survey_medley	reverse	I often act without thinking through all the alternatives.	66	66,89,71,82,77	4.055	brief	Q21	s548
98.099	8.5	4.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	89	66,89,71,82,77	3.576	grit	Q05	s548
109.413	8.5	5.0	survey_medley	forward	Many opportunities await me in the future.	77	66,89,71,82,77	3.831	future_time	Q22	s548
119.027	8.5	5.0	survey_medley	forward	My future seems infinite to me.	77	66,89,71,82,77	2.676	future_time	Q26	s548
128.233	8.5	4.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	82	66,89,71,82,77	5.105	future_time	Q28	s548
137.779	8.5	4.0	survey_medley	reverse	I am lazy.	89	66,89,71,82,77	3.029	brief	Q11	s548
147.258	8.5	3.0	survey_medley	forward	Setbacks don't discourage me.	71	66,89,71,82,77	5.715	grit	Q02	s548
156.464	8.5	2.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	89	66,89,71,82	6.521	upps	Q36	s548
166.555	8.5	2.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	89	66,89	4.102	impulsive_venture	Q39	s548
177.461	8.5	3.0	survey_medley	forward	I am good at resisting temptation.	71	66,89,71,82,77	4.726	brief	Q09	s548
187.348	8.5	4.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	89	66,89,71,82,77	6.877	brief	Q13	s548
196.486	8.5	4.0	survey_medley	forward	I am able to work effectively toward long-term goals.	82	66,89,71,82,77	4.653	brief	Q19	s548
206.848	8.5	4.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	89	66,89,71,82,77	5.844	brief	Q17	s548
216.53	8.5	2.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	89	66,89,71,82	6.498	upps	Q33	s548
226.688	8.5	2.0	survey_medley	forward	There are only limited possibilities in my future.	89	66,89,71,82,77	5.853	future_time	Q30	s548
235.894	8.5	4.0	survey_medley	forward	I finish whatever I begin.	82	66,89,71,82,77	4.817	grit	Q07	s548
247.073	8.5	3.0	survey_medley	forward	Most of my life lies ahead of me.	71	66,89,71,82,77	4.134	future_time	Q25	s548
256.347	8.5	4.0	survey_medley	forward	People would say that I have iron self-discipline.	82	66,89,71,82,77	4.826	brief	Q16	s548
265.962	8.5	4.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	89	66,89,71,82,77	5.333	brief	Q20	s548
275.033	8.5	2.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	89	66,89	6.092	impulsive_venture	Q38	s548
284.035	8.5	4.0	survey_medley	forward	I expect that I will set many new goals in the future.	82	66,89,71,82,77	4.648	future_time	Q23	s548
298.342	8.5	3.0	survey_medley	reverse	I wish I had more self-discipline.	71	66,89,71,82,77	5.237	brief	Q15	s548
307.412	8.5	2.0	survey_medley	forward	When I get really happy about something, I tend to do things that can have bad consequences.	89	66,89,71,82	7.986	upps	Q34	s548
317.706	8.5	2.0	survey_medley	forward	I tend to act without thinking when I am really excited.	89	66,89,71,82	4.659	upps	Q37	s548
329.497	8.5	5.0	survey_medley	forward	My future is filled with possibilities.	77	66,89,71,82,77	3.25	future_time	Q24	s548
338.702	8.5	3.0	survey_medley	forward	As I get older, I begin to experience time as limited.	71	66,89,71,82,77	6.562	future_time	Q31	s548
348.18	8.5	4.0	survey_medley	forward	I am diligent.	82	66,89,71,82,77	3.259	grit	Q08	s548
358.134	8.5	3.0	survey_medley	forward	When overjoyed, I feel like I cant stop myself from going overboard.	71	66,89,71,82	4.391	upps	Q35	s548
369.993	8.5	2.0	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	82	66,89,71,82,77	6.614	grit	Q03	s548
379.198	8.5	2.0	survey_medley	forward	Would you enjoy the sensation of skiing very fast down a high mountain slope?	89	66,89	6.004	impulsive_venture	Q40	s548
390.717	8.5	3.0	survey_medley	forward	I have the sense that time is running out.	71	66,89,71,82,77	4.487	future_time	Q29	s548
