onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id
3.015	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s574
5.519	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.438	probe	AX	s574
7.7	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s574
10.204	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.607	probe	AY	s574
12.522	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s574
15.032	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.461	probe	AY	s574
16.671	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s574
19.178	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.341	probe	BX	s574
21.088	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s574
23.595	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.425	probe	AX	s574
27.141	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s574
29.649	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.338	probe	BX	s574
31.291	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s574
33.8	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.766	probe	BY	s574
35.302	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s574
37.813	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.361	probe	AX	s574
39.316	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s574
41.821	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.394	probe	AX	s574
43.595	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s574
46.102	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.343	probe	BY	s574
48.555	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s574
51.062	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.387	probe	AX	s574
52.972	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s574
55.478	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.381	probe	BX	s574
57.116	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s574
59.627	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.609	probe	AX	s574
61.132	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s574
63.639	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.788	probe	AX	s574
65.276	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s574
67.782	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.689	probe	AX	s574
69.42	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s574
71.927	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.817	probe	BY	s574
74.386	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s574
76.895	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.476	probe	AX	s574
78.399	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s574
80.907	0.5	BY	0.0	71.0	dot_pattern_expectancy	-1.0	n/a	probe	BY	s574
