onset	duration	planning	condition	current_position	exp_stage	experiment_exp_id	goal_state	key_press	problem_id	response_time	start_state	trial_id	worker_id
-153.445	0.0	0	n/a	n/a	n/a	ward_and_allport	n/a	32.0	n/a	7.287	n/a	instructions	s499
3.014	4.972	1	UA_with_intermediate	1,0,0,2,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	4.972	1,0,0,2,3,0,0,0,0	to_hand	s499
7.991	0.509	0	UA_with_intermediate	1,0,0,2,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.509	1,0,0,2,3,0,0,0,0	to_board	s499
8.504	0.647	0	UA_with_intermediate	1,0,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	0.647	1,0,0,2,3,0,0,0,0	to_hand	s499
9.154	0.454	0	UA_with_intermediate	1,2,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.454	1,0,0,2,3,0,0,0,0	to_board	s499
9.61	0.623	0	UA_with_intermediate	1,2,0,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.623	1,0,0,2,3,0,0,0,0	to_hand	s499
10.236	0.358	0	UA_with_intermediate	1,2,3,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.358	1,0,0,2,3,0,0,0,0	to_board	s499
10.605	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	0.0	n/a	n/a	feedback	s499
13.109	4.253	1	UA_with_intermediate	1,2,0,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	71.0	1.0	4.253	1,2,0,3,0,0,0,0,0	to_hand	s499
17.365	0.782	0	UA_with_intermediate	1,2,0,3,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	71.0	1.0	0.782	1,2,0,3,0,0,0,0,0	to_board	s499
18.15	1.055	0	UA_with_intermediate	1,0,0,3,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	1.055	1,2,0,3,0,0,0,0,0	to_hand	s499
19.207	0.498	0	UA_with_intermediate	1,0,0,3,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	0.498	1,2,0,3,0,0,0,0,0	to_board	s499
19.708	0.473	0	UA_with_intermediate	1,0,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	71.0	1.0	0.473	1,2,0,3,0,0,0,0,0	to_hand	s499
20.184	0.369	0	UA_with_intermediate	1,3,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.369	1,2,0,3,0,0,0,0,0	to_board	s499
20.556	0.612	0	UA_with_intermediate	1,3,0,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	0.612	1,2,0,3,0,0,0,0,0	to_hand	s499
21.17	0.39	0	UA_with_intermediate	1,3,2,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.39	1,2,0,3,0,0,0,0,0	to_board	s499
21.565	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	feedback	s499
22.565	1.1	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	ITI	s499
23.67	2.443	1	UA_without_intermediate	0,0,0,1,0,0,3,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	2.443	0,0,0,1,2,0,3,0,0	to_hand	s499
26.115	0.424	0	UA_without_intermediate	0,0,0,1,0,0,3,2,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	0.424	0,0,0,1,2,0,3,0,0	to_board	s499
26.546	1.233	0	UA_without_intermediate	0,0,0,0,0,0,3,2,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	1.233	0,0,0,1,2,0,3,0,0	to_hand	s499
27.781	0.425	0	UA_without_intermediate	0,0,0,0,0,0,3,2,1	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	0.425	0,0,0,1,2,0,3,0,0	to_board	s499
28.209	2.948	0	UA_without_intermediate	0,0,0,0,0,0,3,2,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	2.948	0,0,0,1,2,0,3,0,0	to_hand	s499
31.159	0.418	0	UA_without_intermediate	0,0,0,1,0,0,3,2,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	0.418	0,0,0,1,2,0,3,0,0	to_board	s499
31.581	1.182	0	UA_without_intermediate	0,0,0,0,0,0,3,2,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	1.182	0,0,0,1,2,0,3,0,0	to_hand	s499
32.765	0.966	0	UA_without_intermediate	0,0,0,1,0,0,3,2,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	0.966	0,0,0,1,2,0,3,0,0	to_board	s499
33.736	0.604	0	UA_without_intermediate	0,0,0,1,0,0,3,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	0.604	0,0,0,1,2,0,3,0,0	to_hand	s499
34.343	0.382	0	UA_without_intermediate	0,0,0,1,2,0,3,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	0.382	0,0,0,1,2,0,3,0,0	to_board	s499
34.729	0.653	0	UA_without_intermediate	0,0,0,1,2,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	0.653	0,0,0,1,2,0,3,0,0	to_hand	s499
35.384	0.497	0	UA_without_intermediate	3,0,0,1,2,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.497	0,0,0,1,2,0,3,0,0	to_board	s499
35.887	0.651	0	UA_without_intermediate	3,0,0,1,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	0.651	0,0,0,1,2,0,3,0,0	to_hand	s499
36.54	0.695	0	UA_without_intermediate	3,2,0,1,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.695	0,0,0,1,2,0,3,0,0	to_board	s499
37.24	1.182	0	UA_without_intermediate	3,2,0,0,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	1.182	0,0,0,1,2,0,3,0,0	to_hand	s499
38.424	0.535	0	UA_without_intermediate	3,2,1,0,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.535	0,0,0,1,2,0,3,0,0	to_board	s499
38.964	1.0	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	2.0	n/a	n/a	feedback	s499
39.964	1.2	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	2.0	n/a	n/a	ITI	s499
41.168	2.306	1	UA_without_intermediate	0,0,0,1,0,0,3,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	71.0	3.0	2.306	0,0,0,1,2,0,3,0,0	to_hand	s499
43.476	0.612	0	UA_without_intermediate	2,0,0,1,0,0,3,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	89.0	3.0	0.612	0,0,0,1,2,0,3,0,0	to_board	s499
44.093	0.703	0	UA_without_intermediate	2,0,0,1,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	82.0	3.0	0.703	0,0,0,1,2,0,3,0,0	to_hand	s499
44.799	1.123	0	UA_without_intermediate	2,3,0,1,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	89.0	3.0	1.123	0,0,0,1,2,0,3,0,0	to_board	s499
45.926	0.487	0	UA_without_intermediate	2,3,0,0,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	71.0	3.0	0.487	0,0,0,1,2,0,3,0,0	to_hand	s499
46.416	0.456	0	UA_without_intermediate	2,3,1,0,0,0,0,0,0	practice	ward_and_allport	2,3,1,0,0,0,0,0,0	89.0	3.0	0.456	0,0,0,1,2,0,3,0,0	to_board	s499
46.878	1.0	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	3.0	n/a	n/a	feedback	s499
47.878	1.0	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	3.0	n/a	n/a	ITI	s499
50.891	4.421	1	PA_without_intermediate	1,2,0,0,0,0,0,0,0	test	ward_and_allport	0,0,0,3,2,0,1,0,0	89.0	0.0	4.421	1,2,3,0,0,0,0,0,0	to_hand	s499
55.315	0.577	0	PA_without_intermediate	1,2,0,3,0,0,0,0,0	test	ward_and_allport	0,0,0,3,2,0,1,0,0	71.0	0.0	0.577	1,2,3,0,0,0,0,0,0	to_board	s499
55.898	1.147	0	PA_without_intermediate	1,0,0,3,0,0,0,0,0	test	ward_and_allport	0,0,0,3,2,0,1,0,0	89.0	0.0	1.147	1,2,3,0,0,0,0,0,0	to_hand	s499
