onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id
3.013	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s599
5.524	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.378	probe	BY	s599
7.163	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s599
9.671	0.5	AY	0.0	71.0	dot_pattern_expectancy	89.0	0.326	probe	AY	s599
11.178	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s599
13.687	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.305	probe	AX	s599
15.736	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s599
18.242	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.429	probe	BY	s599
20.021	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s599
22.528	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.277	probe	BX	s599
24.17	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s599
26.677	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.29	probe	AX	s599
28.314	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s599
30.824	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.384	probe	AX	s599
32.325	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s599
34.834	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.551	probe	AX	s599
36.335	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s599
38.839	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.571	probe	AY	s599
40.887	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s599
43.392	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.457	probe	AX	s599
45.846	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s599
48.352	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.351	probe	AX	s599
50.264	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s599
52.772	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.351	probe	AX	s599
54.274	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s599
56.779	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.469	probe	AX	s599
58.689	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s599
61.195	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.361	probe	BX	s599
63.377	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s599
65.887	0.5	AX	0.0	89.0	dot_pattern_expectancy	71.0	0.371	probe	AX	s599
