onset	duration	coded_response	experiment_exp_id	item_coding	item_text	key_press	possible_responses	response_time	survey	trial_type	worker_id
1.011	8.5	1.0	survey_medley	reverse	I wish I had more self-discipline.	77	66,89,71,82,77	2.848	brief	Q15	s590
10.08	8.5	2.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	89	66,89	4.169	impulsive_venture	Q39	s590
20.376	8.5	4.0	survey_medley	forward	As I get older, I begin to experience time as limited.	82	66,89,71,82,77	3.844	future_time	Q31	s590
32.169	8.5	3.0	survey_medley	forward	I am good at resisting temptation.	71	66,89,71,82,77	3.692	brief	Q09	s590
41.377	8.5	4.0	survey_medley	forward	I tend to act without thinking when I am really excited.	82	66,89,71,82	5.3	upps	Q37	s590
50.858	8.5	1.0	survey_medley	forward	I am diligent.	66	66,89,71,82,77	4.101	grit	Q08	s590
60.816	8.5	3.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	71	66,89,71,82,77	4.02	grit	Q05	s590
72.674	8.5	1.0	survey_medley	forward	When overjoyed, I feel like I cant stop myself from going overboard.	66	66,89,71,82	4.655	upps	Q35	s590
81.882	8.5	4.0	survey_medley	reverse	I often act without thinking through all the alternatives.	89	66,89,71,82,77	5.286	brief	Q21	s590
93.401	8.5	2.0	survey_medley	reverse	I have trouble concentrating.	82	66,89,71,82,77	2.693	brief	Q18	s590
102.402	8.5	5.0	survey_medley	forward	Most of my life lies ahead of me.	77	66,89,71,82,77	3.786	future_time	Q25	s590
111.542	8.5	1.0	survey_medley	reverse	I have a hard time breaking bad habits.	77	66,89,71,82,77	2.483	brief	Q10	s590
121.158	8.5	1.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	77	66,89,71,82,77	4.607	grit	Q06	s590
130.771	8.5	1.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66	66,89,71,82	5.553	upps	Q32	s590
141.067	8.5	2.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	82	66,89,71,82,77	4.408	grit	Q01	s590
151.159	8.5	2.0	survey_medley	forward	I have the sense that time is running out.	89	66,89,71,82,77	4.693	future_time	Q29	s590
160.231	8.5	3.0	survey_medley	forward	I refuse things that are bad for me.	71	66,89,71,82,77	5.117	brief	Q14	s590
170.391	8.5	1.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	66	66,89,71,82	5.219	upps	Q33	s590
180.281	8.5	1.0	survey_medley	forward	My future seems infinite to me.	66	66,89,71,82,77	3.851	future_time	Q26	s590
189.963	8.5	1.0	survey_medley	forward	When I get really happy about something, I tend to do things that can have bad consequences.	66	66,89,71,82	4.212	upps	Q34	s590
199.508	8.5	3.0	survey_medley	forward	I am able to work effectively toward long-term goals.	71	66,89,71,82,77	6.576	brief	Q19	s590
210.824	8.5	5.0	survey_medley	reverse	I say inappropriate things.	66	66,89,71,82,77	3.253	brief	Q12	s590
220.439	8.5	1.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	66	66,89,71,82	4.094	upps	Q36	s590
229.645	8.5	4.0	survey_medley	forward	I expect that I will set many new goals in the future.	82	66,89,71,82,77	4.36	future_time	Q23	s590
239.191	8.5	5.0	survey_medley	forward	My future is filled with possibilities.	77	66,89,71,82,77	2.259	future_time	Q24	s590
248.669	8.5	1.0	survey_medley	forward	People would say that I have iron self-discipline.	66	66,89,71,82,77	3.072	brief	Q16	s590
257.876	8.5	1.0	survey_medley	forward	Would you enjoy the sensation of skiing very fast down a high mountain slope?	66	66,89	5.153	impulsive_venture	Q40	s590
267.967	8.5	4.0	survey_medley	forward	I could do anything I want in the future.	82	66,89,71,82,77	5.152	future_time	Q27	s590
278.875	8.5	2.0	survey_medley	forward	There are only limited possibilities in my future.	89	66,89,71,82,77	4.952	future_time	Q30	s590
288.764	8.5	5.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	66	66,89,71,82,77	3.588	brief	Q20	s590
297.904	8.5	1.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	77	66,89,71,82,77	3.392	brief	Q17	s590
308.269	8.5	2.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	82	66,89,71,82,77	3.829	brief	Q13	s590
317.954	8.5	3.0	survey_medley	forward	Setbacks don't discourage me.	71	66,89,71,82,77	3.329	grit	Q02	s590
328.111	8.5	3.0	survey_medley	forward	I am a hard worker.	71	66,89,71,82,77	4.086	grit	Q04	s590
337.318	8.5	4.0	survey_medley	forward	I finish whatever I begin.	82	66,89,71,82,77	2.779	grit	Q07	s590
348.496	8.5	3.0	survey_medley	reverse	I am lazy.	71	66,89,71,82,77	2.543	brief	Q11	s590
357.773	8.5	2.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	89	66,89	4.157	impulsive_venture	Q38	s590
367.39	8.5	3.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	71	66,89,71,82,77	4.499	future_time	Q28	s590
376.461	8.5	3.0	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	71	66,89,71,82,77	6.605	grit	Q03	s590
385.466	8.5	5.0	survey_medley	forward	Many opportunities await me in the future.	77	66,89,71,82,77	2.215	future_time	Q22	s590
