onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id
3.019	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s592
5.525	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.409	probe	AX	s592
7.298	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s592
9.809	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.409	probe	AX	s592
11.314	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s592
13.821	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.534	probe	AY	s592
16.274	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s592
18.784	0.5	AY	0.0	71.0	dot_pattern_expectancy	89.0	0.524	probe	AY	s592
20.557	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s592
23.064	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.466	probe	AX	s592
24.973	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s592
27.482	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.448	probe	AX	s592
29.394	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s592
31.904	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.464	probe	AX	s592
34.494	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s592
37.003	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.457	probe	AY	s592
38.504	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s592
41.014	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.562	probe	BY	s592
42.515	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s592
45.024	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.302	probe	BY	s592
46.531	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s592
49.038	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.395	probe	AX	s592
50.675	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s592
53.184	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.268	probe	BX	s592
