onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id
3.012	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s491
5.518	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.445	probe	BY	s491
7.157	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s491
9.663	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.566	probe	AY	s491
11.167	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s491
13.672	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.401	probe	AX	s491
15.719	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s491
18.225	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.373	probe	BY	s491
20.0	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s491
22.506	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.319	probe	BX	s491
24.147	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s491
26.655	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.652	probe	AX	s491
28.294	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s491
30.8	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.568	probe	AX	s491
32.304	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s491
34.81	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.554	probe	AX	s491
36.315	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s491
38.821	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.543	probe	AY	s491
40.869	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s491
43.375	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.6	probe	AX	s491
45.83	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s491
48.335	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.4	probe	AX	s491
50.247	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s491
52.751	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.543	probe	AX	s491
54.253	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s491
56.759	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.606	probe	AX	s491
58.671	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s491
61.175	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.42	probe	BX	s491
