onset	duration	coded_response	experiment_exp_id	item_coding	item_text	key_press	possible_responses	response_time	survey	trial_type	worker_id
1.006	8.5	1.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	77	66,89,71,82,77	3.811	brief	Q17	s445
10.212	8.5	3.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	71	66,89,71,82	5.173	upps	Q32	s445
19.419	8.5	4.0	survey_medley	forward	I am good at resisting temptation.	82	66,89,71,82,77	3.448	brief	Q09	s445
28.692	8.5	4.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	89	66,89,71,82,77	4.249	grit	Q01	s445
37.899	8.5	1.0	survey_medley	forward	There are only limited possibilities in my future.	66	66,89,71,82,77	2.716	future_time	Q30	s445
47.309	8.5	4.0	survey_medley	forward	I refuse things that are bad for me.	82	66,89,71,82,77	4.418	brief	Q14	s445
56.447	8.5	2.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	82	66,89,71,82,77	5.93	grit	Q06	s445
65.722	8.5	4.0	survey_medley	forward	I could do anything I want in the future.	82	66,89,71,82,77	2.678	future_time	Q27	s445
75.063	8.5	3.0	survey_medley	forward	People would say that I have iron self-discipline.	71	66,89,71,82,77	2.425	brief	Q16	s445
84.201	8.5	4.0	survey_medley	forward	I tend to act without thinking when I am really excited.	82	66,89,71,82	5.712	upps	Q37	s445
93.543	8.5	4.0	survey_medley	forward	I finish whatever I begin.	82	66,89,71,82,77	5.546	grit	Q07	s445
102.613	8.5	3.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	71	66,89,71,82,77	2.851	grit	Q05	s445
111.615	8.5	2.0	survey_medley	forward	As I get older, I begin to experience time as limited.	89	66,89,71,82,77	3.249	future_time	Q31	s445
120.821	8.5	4.0	survey_medley	forward	My future is filled with possibilities.	82	66,89,71,82,77	2.908	future_time	Q24	s445
130.842	8.5	4.0	survey_medley	forward	My future seems infinite to me.	82	66,89,71,82,77	4.011	future_time	Q26	s445
139.844	8.5	4.0	survey_medley	reverse	I wish I had more self-discipline.	89	66,89,71,82,77	2.547	brief	Q15	s445
148.846	8.5	3.0	survey_medley	forward	Most of my life lies ahead of me.	71	66,89,71,82,77	3.604	future_time	Q25	s445
157.916	8.5	5.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	77	66,89,71,82,77	3.475	future_time	Q28	s445
167.393	8.5	4.0	survey_medley	forward	I am able to work effectively toward long-term goals.	82	66,89,71,82,77	2.553	brief	Q19	s445
176.531	8.5	2.0	survey_medley	reverse	I say inappropriate things.	82	66,89,71,82,77	2.396	brief	Q12	s445
185.601	8.5	4.0	survey_medley	forward	Many opportunities await me in the future.	82	66,89,71,82,77	2.04	future_time	Q22	s445
194.603	8.5	3.0	survey_medley	reverse	I am lazy.	71	66,89,71,82,77	2.04	brief	Q11	s445
203.604	8.5	3.0	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	71	66,89,71,82,77	5.398	grit	Q03	s445
212.811	8.5	0.0	survey_medley	forward	Would you enjoy the sensation of skiing very fast down a high mountain slope?	-1	66,89	n/a	impulsive_venture	Q40	s445
222.017	8.5	2.0	survey_medley	forward	When overjoyed, I feel like I cant stop myself from going overboard.	89	66,89,71,82	8.329	upps	Q35	s445
231.291	8.5	5.0	survey_medley	forward	I am a hard worker.	77	66,89,71,82,77	4.693	grit	Q04	s445
240.43	8.5	2.0	survey_medley	reverse	I have trouble concentrating.	82	66,89,71,82,77	4.316	brief	Q18	s445
249.637	8.5	1.0	survey_medley	forward	I have the sense that time is running out.	66	66,89,71,82,77	3.099	future_time	Q29	s445
258.912	8.5	5.0	survey_medley	reverse	I often act without thinking through all the alternatives.	66	66,89,71,82,77	3.117	brief	Q21	s445
268.186	8.5	3.0	survey_medley	reverse	I have a hard time breaking bad habits.	71	66,89,71,82,77	5.154	brief	Q10	s445
277.528	8.5	2.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	89	66,89,71,82	5.058	upps	Q36	s445
286.734	8.5	2.0	survey_medley	forward	Setbacks don't discourage me.	89	66,89,71,82,77	4.32	grit	Q02	s445
295.803	8.5	2.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	82	66,89,71,82,77	4.919	brief	Q13	s445
304.806	8.5	1.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	66	66,89,71,82	2.757	upps	Q33	s445
314.216	8.5	0.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	-1	66,89	n/a	impulsive_venture	Q39	s445
323.422	8.5	2.0	survey_medley	forward	When I get really happy about something, I tend to do things that can have bad consequences.	89	66,89,71,82	7.044	upps	Q34	s445
332.56	8.5	5.0	survey_medley	forward	I am diligent.	77	66,89,71,82,77	1.508	grit	Q08	s445
341.902	8.5	4.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	89	66,89,71,82,77	5.693	brief	Q20	s445
350.973	8.5	4.0	survey_medley	forward	I expect that I will set many new goals in the future.	82	66,89,71,82,77	3.843	future_time	Q23	s445
360.315	8.5	0.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	-1	66,89	n/a	impulsive_venture	Q38	s445
