onset	duration	coded_response	experiment_exp_id	item_coding	item_text	key_press	possible_responses	response_time	survey	trial_type	worker_id
1.011	8.5	4.0	survey_medley	forward	I refuse things that are bad for me.	82	66,89,71,82,77	3.509	brief	Q14	s567
10.151	8.5	4.0	survey_medley	reverse	I have a hard time breaking bad habits.	89	66,89,71,82,77	2.615	brief	Q10	s567
19.769	8.5	4.0	survey_medley	reverse	I have trouble concentrating.	89	66,89,71,82,77	3.151	brief	Q18	s567
29.387	8.5	5.0	survey_medley	reverse	I say inappropriate things.	66	66,89,71,82,77	3.422	brief	Q12	s567
39.682	8.5	5.0	survey_medley	forward	I could do anything I want in the future.	77	66,89,71,82,77	2.3	future_time	Q27	s567
49.774	8.5	2.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	89	66,89,71,82,77	6.566	upps	Q32	s567
58.848	8.5	4.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	89	66,89,71,82,77	3.795	grit	Q06	s567
69.007	8.5	5.0	survey_medley	forward	I am a hard worker.	77	66,89,71,82,77	1.306	grit	Q04	s567
78.897	8.5	3.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	71	66,89,71,82,77	4.287	grit	Q01	s567
88.58	8.5	4.0	survey_medley	reverse	I often act without thinking through all the alternatives.	89	66,89,71,82,77	3.717	brief	Q21	s567
98.129	8.5	4.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	89	66,89,71,82,77	3.864	grit	Q05	s567
109.446	8.5	4.0	survey_medley	forward	Many opportunities await me in the future.	82	66,89,71,82,77	2.086	future_time	Q22	s567
119.059	8.5	3.0	survey_medley	forward	My future seems infinite to me.	71	66,89,71,82,77	2.33	future_time	Q26	s567
128.266	8.5	3.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	71	66,89,71,82,77	3.365	future_time	Q28	s567
137.812	8.5	4.0	survey_medley	reverse	I am lazy.	89	66,89,71,82,77	2.135	brief	Q11	s567
147.29	8.5	4.0	survey_medley	forward	Setbacks don't discourage me.	82	66,89,71,82,77	3.933	grit	Q02	s567
156.497	8.5	0.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	77	66,89,71,82,77	4.143	upps	Q36	s567
166.588	8.5	2.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	89	66,89,71,82,77	3.581	impulsive_venture	Q39	s567
177.496	8.5	3.0	survey_medley	forward	I am good at resisting temptation.	71	66,89,71,82,77	2.913	brief	Q09	s567
187.383	8.5	4.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	89	66,89,71,82,77	3.201	brief	Q13	s567
196.525	8.5	5.0	survey_medley	forward	I am able to work effectively toward long-term goals.	77	66,89,71,82,77	2.627	brief	Q19	s567
206.891	8.5	3.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	71	66,89,71,82,77	3.115	brief	Q17	s567
216.575	8.5	2.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	89	66,89,71,82,77	4.565	upps	Q33	s567
226.733	8.5	1.0	survey_medley	forward	There are only limited possibilities in my future.	66	66,89,71,82,77	2.751	future_time	Q30	s567
235.94	8.5	4.0	survey_medley	forward	I finish whatever I begin.	82	66,89,71,82,77	2.753	grit	Q07	s567
247.119	8.5	4.0	survey_medley	forward	Most of my life lies ahead of me.	82	66,89,71,82,77	2.689	future_time	Q25	s567
256.396	8.5	5.0	survey_medley	forward	People would say that I have iron self-discipline.	77	66,89,71,82,77	3.854	brief	Q16	s567
266.012	8.5	4.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	89	66,89,71,82,77	4.321	brief	Q20	s567
275.083	8.5	2.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	89	66,89,71,82,77	2.251	impulsive_venture	Q38	s567
284.089	8.5	4.0	survey_medley	forward	I expect that I will set many new goals in the future.	82	66,89,71,82,77	2.412	future_time	Q23	s567
298.397	8.5	3.0	survey_medley	reverse	I wish I had more self-discipline.	71	66,89,71,82,77	3.168	brief	Q15	s567
307.467	8.5	2.0	survey_medley	forward	When I get really happy about something, I tend to do things that can have bad consequences.	89	66,89,71,82,77	4.312	upps	Q34	s567
317.763	8.5	4.0	survey_medley	forward	I tend to act without thinking when I am really excited.	82	66,89,71,82,77	5.011	upps	Q37	s567
329.553	8.5	4.0	survey_medley	forward	My future is filled with possibilities.	82	66,89,71,82,77	2.252	future_time	Q24	s567
338.76	8.5	3.0	survey_medley	forward	As I get older, I begin to experience time as limited.	71	66,89,71,82,77	3.261	future_time	Q31	s567
348.24	8.5	5.0	survey_medley	forward	I am diligent.	77	66,89,71,82,77	1.519	grit	Q08	s567
358.198	8.5	0.0	survey_medley	forward	When overjoyed, I feel like I cant stop myself from going overboard.	77	66,89,71,82,77	5.113	upps	Q35	s567
370.056	8.5	3.0	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	71	66,89,71,82,77	4.113	grit	Q03	s567
379.264	8.5	2.0	survey_medley	forward	Would you enjoy the sensation of skiing very fast down a high mountain slope?	89	66,89,71,82,77	4.363	impulsive_venture	Q40	s567
390.783	8.5	3.0	survey_medley	forward	I have the sense that time is running out.	71	66,89,71,82,77	2.785	future_time	Q29	s567
