onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id
3.006	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s546
5.51	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.415	probe	AX	s546
7.693	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s546
10.197	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.394	probe	AY	s546
12.516	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s546
15.02	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	1.089	probe	AY	s546
16.658	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s546
19.161	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.246	probe	BX	s546
21.071	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s546
23.575	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.399	probe	AX	s546
27.119	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s546
29.623	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.233	probe	BX	s546
31.262	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s546
33.765	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.401	probe	BY	s546
35.268	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s546
37.773	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.368	probe	AX	s546
39.274	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s546
41.778	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.444	probe	AX	s546
43.552	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s546
46.056	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.263	probe	BY	s546
48.512	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s546
51.016	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.487	probe	AX	s546
52.926	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s546
55.429	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.248	probe	BX	s546
57.067	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s546
59.571	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.338	probe	AX	s546
61.073	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s546
63.577	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.406	probe	AX	s546
65.216	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s546
67.72	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.456	probe	AX	s546
69.358	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s546
71.862	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.359	probe	BY	s546
74.315	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s546
76.819	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.403	probe	AX	s546
78.32	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s546
