onset	duration	coded_response	experiment_exp_id	item_coding	item_text	key_press	possible_responses	response_time	survey	trial_type	worker_id
1.004	8.5	4.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	89	66,89,71,82,77	6.25	grit	Q06	s526
12.318	8.5	3.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	71	66,89,71,82,77	5.575	grit	Q01	s526
21.932	8.5	5.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	66	66,89,71,82,77	6.511	brief	Q13	s526
31.138	8.5	4.0	survey_medley	forward	I am good at resisting temptation.	82	66,89,71,82,77	4.616	brief	Q09	s526
40.683	8.5	5.0	survey_medley	reverse	I often act without thinking through all the alternatives.	66	66,89,71,82,77	6.472	brief	Q21	s526
50.162	8.5	5.0	survey_medley	forward	I am a hard worker.	77	66,89,71,82,77	3.035	grit	Q04	s526
59.368	8.5	4.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	82	66,89,71,82,77	6.865	future_time	Q28	s526
69.459	8.5	1.0	survey_medley	forward	I have the sense that time is running out.	66	66,89,71,82,77	3.81	future_time	Q29	s526
80.365	8.5	3.0	survey_medley	reverse	I have a hard time breaking bad habits.	71	66,89,71,82,77	5.189	brief	Q10	s526
90.251	8.5	2.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	89	66,89	7.325	impulsive_venture	Q39	s526
99.39	8.5	4.0	survey_medley	forward	I finish whatever I begin.	82	66,89,71,82,77	4.661	grit	Q07	s526
109.752	8.5	3.0	survey_medley	forward	Setbacks don't discourage me.	71	66,89,71,82,77	5.385	grit	Q02	s526
119.435	8.5	4.0	survey_medley	forward	People would say that I have iron self-discipline.	82	66,89,71,82,77	4.014	brief	Q16	s526
129.593	8.5	4.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	82	66,89,71,82	8.179	upps	Q36	s526
138.798	8.5	4.0	survey_medley	forward	I am able to work effectively toward long-term goals.	82	66,89,71,82,77	6.458	brief	Q19	s526
149.975	8.5	4.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	89	66,89,71,82,77	5.933	brief	Q20	s526
159.25	8.5	4.0	survey_medley	forward	As I get older, I begin to experience time as limited.	82	66,89,71,82,77	7.275	future_time	Q31	s526
168.864	8.5	1.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	66	66,89,71,82	5.535	upps	Q33	s526
177.934	8.5	3.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	71	66,89,71,82,77	6.016	brief	Q17	s526
186.935	8.5	5.0	survey_medley	forward	I am diligent.	77	66,89,71,82,77	2.671	grit	Q08	s526
201.242	8.5	1.0	survey_medley	forward	I tend to act without thinking when I am really excited.	66	66,89,71,82	4.969	upps	Q37	s526
210.312	8.5	5.0	survey_medley	reverse	I say inappropriate things.	66	66,89,71,82,77	4.071	brief	Q12	s526
220.606	8.5	5.0	survey_medley	forward	My future is filled with possibilities.	77	66,89,71,82,77	3.462	future_time	Q24	s526
232.396	8.5	4.0	survey_medley	reverse	I have trouble concentrating.	89	66,89,71,82,77	4.054	brief	Q18	s526
241.603	8.5	2.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	89	66,89	8.661	impulsive_venture	Q38	s526
251.08	8.5	5.0	survey_medley	forward	I expect that I will set many new goals in the future.	77	66,89,71,82,77	5.393	future_time	Q23	s526
261.035	8.5	1.0	survey_medley	forward	There are only limited possibilities in my future.	66	66,89,71,82,77	3.471	future_time	Q30	s526
272.894	8.5	4.0	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	89	66,89,71,82,77	7.625	grit	Q03	s526
282.101	8.5	4.0	survey_medley	forward	I could do anything I want in the future.	82	66,89,71,82,77	4.166	future_time	Q27	s526
293.618	8.5	1.0	survey_medley	forward	When overjoyed, I feel like I cant stop myself from going overboard.	66	66,89,71,82	4.244	upps	Q35	s526
302.621	8.5	3.0	survey_medley	forward	Most of my life lies ahead of me.	71	66,89,71,82,77	3.935	future_time	Q25	s526
311.758	8.5	4.0	survey_medley	reverse	I am lazy.	89	66,89,71,82,77	2.378	brief	Q11	s526
321.372	8.5	5.0	survey_medley	forward	I refuse things that are bad for me.	77	66,89,71,82,77	4.145	brief	Q14	s526
330.986	8.5	4.0	survey_medley	forward	Many opportunities await me in the future.	82	66,89,71,82,77	4.418	future_time	Q22	s526
341.279	8.5	4.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	89	66,89,71,82,77	4.245	grit	Q05	s526
351.37	8.5	1.0	survey_medley	forward	When I get really happy about something, I tend to do things that can have bad consequences.	66	66,89,71,82	3.848	upps	Q34	s526
360.44	8.5	1.0	survey_medley	forward	My future seems infinite to me.	66	66,89,71,82,77	2.97	future_time	Q26	s526
370.597	8.5	3.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	71	66,89,71,82	7.918	upps	Q32	s526
380.483	8.5	3.0	survey_medley	reverse	I wish I had more self-discipline.	71	66,89,71,82,77	4.634	brief	Q15	s526
390.165	8.5	1.0	survey_medley	forward	Would you enjoy the sensation of skiing very fast down a high mountain slope?	66	66,89	3.52	impulsive_venture	Q40	s526
