onset	duration	planning	condition	current_position	exp_stage	experiment_exp_id	goal_state	key_press	problem_id	response_time	start_state	trial_id	worker_id
-53.229	0.0	0	n/a	n/a	n/a	ward_and_allport	n/a	32.0	n/a	20.26	n/a	instructions	s641
3.019	2.287	1	UA_with_intermediate	1,0,0,2,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	2.287	1,0,0,2,3,0,0,0,0	to_hand	s641
5.308	0.513	0	UA_with_intermediate	1,0,0,2,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.513	1,0,0,2,3,0,0,0,0	to_board	s641
5.823	0.456	0	UA_with_intermediate	1,0,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	0.456	1,0,0,2,3,0,0,0,0	to_hand	s641
6.281	0.404	0	UA_with_intermediate	1,2,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.404	1,0,0,2,3,0,0,0,0	to_board	s641
6.687	0.428	0	UA_with_intermediate	1,2,0,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.428	1,0,0,2,3,0,0,0,0	to_hand	s641
7.117	0.344	0	UA_with_intermediate	1,2,3,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.344	1,0,0,2,3,0,0,0,0	to_board	s641
7.469	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	0.0	n/a	n/a	feedback	s641
9.972	2.344	1	UA_with_intermediate	1,0,0,3,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	2.344	1,2,0,3,0,0,0,0,0	to_hand	s641
12.317	0.274	0	UA_with_intermediate	1,0,0,3,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	0.274	1,2,0,3,0,0,0,0,0	to_board	s641
12.594	0.432	0	UA_with_intermediate	1,0,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	71.0	1.0	0.432	1,2,0,3,0,0,0,0,0	to_hand	s641
13.027	0.403	0	UA_with_intermediate	1,3,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.403	1,2,0,3,0,0,0,0,0	to_board	s641
13.43	0.366	0	UA_with_intermediate	1,3,0,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	0.366	1,2,0,3,0,0,0,0,0	to_hand	s641
13.798	0.369	0	UA_with_intermediate	1,3,2,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.369	1,2,0,3,0,0,0,0,0	to_board	s641
14.173	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	feedback	s641
15.173	1.1	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	ITI	s641
16.275	2.345	1	UA_without_intermediate	0,0,0,1,2,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	82.0	2.0	2.345	0,0,0,1,2,0,3,0,0	to_hand	s641
18.621	0.351	0	UA_without_intermediate	3,0,0,1,2,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.351	0,0,0,1,2,0,3,0,0	to_board	s641
18.974	1.057	0	UA_without_intermediate	3,0,0,1,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	1.057	0,0,0,1,2,0,3,0,0	to_hand	s641
20.031	0.393	0	UA_without_intermediate	3,2,0,1,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.393	0,0,0,1,2,0,3,0,0	to_board	s641
20.426	0.725	0	UA_without_intermediate	3,2,0,0,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	71.0	2.0	0.725	0,0,0,1,2,0,3,0,0	to_hand	s641
21.152	0.246	0	UA_without_intermediate	3,2,1,0,0,0,0,0,0	practice	ward_and_allport	3,2,1,0,0,0,0,0,0	89.0	2.0	0.246	0,0,0,1,2,0,3,0,0	to_board	s641
21.405	1.0	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	2.0	n/a	n/a	feedback	s641
22.405	1.2	0	UA_without_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	2.0	n/a	n/a	ITI	s641
