onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id
3.013	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s648
5.525	0.5	BY	0.0	71.0	dot_pattern_expectancy	-1.0	n/a	probe	BY	s648
7.167	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s648
9.672	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	1.052	probe	AY	s648
11.177	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
13.684	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.717	probe	AX	s648
15.734	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s648
18.24	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.603	probe	BY	s648
20.019	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s648
22.532	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.413	probe	BX	s648
24.173	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
26.682	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.523	probe	AX	s648
28.323	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
30.832	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.775	probe	AX	s648
32.334	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
34.845	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.936	probe	AX	s648
36.35	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s648
38.857	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.701	probe	AY	s648
40.907	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
43.412	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.828	probe	AX	s648
45.869	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
48.377	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.584	probe	AX	s648
50.292	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
52.803	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.819	probe	AX	s648
54.309	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
56.822	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.863	probe	AX	s648
58.737	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s648
61.241	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.456	probe	BX	s648
63.424	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
65.932	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.511	probe	AX	s648
67.437	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s648
69.945	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.49	probe	BY	s648
71.86	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s648
74.368	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.807	probe	BX	s648
76.689	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s648
79.197	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	1.333	probe	AY	s648
81.519	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s648
84.031	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.693	probe	BX	s648
85.674	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s648
88.18	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.657	probe	AY	s648
89.685	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s648
92.193	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.542	probe	BY	s648
94.108	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
96.613	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.839	probe	AX	s648
98.117	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s648
100.626	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.738	probe	AY	s648
102.948	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
105.459	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.75	probe	AX	s648
106.961	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s648
109.47	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.811	probe	AY	s648
112.199	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
114.705	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.888	probe	AX	s648
116.21	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
118.719	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.896	probe	AX	s648
120.36	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
122.873	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.764	probe	AX	s648
124.516	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
127.022	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.793	probe	AX	s648
128.799	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s648
131.31	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.708	probe	BY	s648
133.088	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
135.599	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.816	probe	AX	s648
137.105	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s648
139.61	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.871	probe	BY	s648
142.067	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
144.574	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.684	probe	AX	s648
146.216	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
148.726	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.694	probe	AX	s648
150.367	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s648
152.878	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.771	probe	BX	s648
154.384	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s648
156.889	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.372	probe	BX	s648
158.395	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
160.901	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.125	probe	AX	s648
163.224	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s648
165.73	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.865	probe	AY	s648
167.78	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
170.287	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.883	probe	AX	s648
174.24	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
176.749	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.665	probe	AX	s648
188.907	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s648
191.416	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.82	probe	AY	s648
193.057	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
195.562	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.836	probe	AX	s648
197.201	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
199.713	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.608	probe	AX	s648
201.218	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
203.729	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.727	probe	AX	s648
205.234	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
207.744	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.727	probe	AX	s648
209.657	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s648
212.165	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.562	probe	BX	s648
213.808	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
216.32	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.839	probe	AX	s648
218.37	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
220.881	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.638	probe	AX	s648
222.659	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
225.164	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.487	probe	AX	s648
226.669	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
229.174	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.581	probe	AX	s648
231.359	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
233.865	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.654	probe	AX	s648
235.37	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s648
237.876	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.453	probe	BX	s648
241.557	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s648
244.066	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.502	probe	BY	s648
245.707	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s648
248.216	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.934	probe	BY	s648
249.857	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s648
252.362	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.803	probe	BX	s648
253.868	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
256.376	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.709	probe	AX	s648
258.291	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
260.799	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.751	probe	AX	s648
262.44	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s648
264.946	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.508	probe	BX	s648
266.451	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
268.959	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.097	probe	AX	s648
270.873	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s648
273.383	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.4	probe	BY	s648
275.57	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
278.076	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.545	probe	AX	s648
279.853	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
282.358	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.592	probe	AX	s648
283.864	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
286.369	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.595	probe	AX	s648
287.874	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
290.379	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.569	probe	AX	s648
292.429	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s648
294.939	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.858	probe	AX	s648
297.806	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s648
300.311	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.867	probe	BX	s648
