onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.011	0.85	0.25	71.0	motor_selective_stop_signal	71.0	1.611	89.0	False	noncrit_signal	s650
5.264	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.788	89.0	False	noncrit_nosignal	s650
7.517	0.85	0.25	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
10.369	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.857	89.0	False	crit_go	s650
12.722	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.582	89.0	False	noncrit_nosignal	s650
14.975	0.85	0.3	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
17.228	0.85	0.35	89.0	motor_selective_stop_signal	89.0	1.625	89.0	False	crit_go	s650
19.48	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.512	89.0	False	crit_go	s650
21.832	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.457	89.0	False	crit_go	s650
24.485	0.85	0.35	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
27.237	0.85	0.4	89.0	motor_selective_stop_signal	89.0	0.456	89.0	False	crit_go	s650
29.49	0.85	0.4	89.0	motor_selective_stop_signal	89.0	0.517	89.0	False	crit_stop_failure	s650
32.243	0.85	0.35	71.0	motor_selective_stop_signal	71.0	1.088	89.0	False	noncrit_signal	s650
34.495	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.835	89.0	False	crit_go	s650
36.848	0.85	0.35	71.0	motor_selective_stop_signal	71.0	1.127	89.0	False	noncrit_nosignal	s650
39.201	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.473	89.0	False	noncrit_nosignal	s650
41.753	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.662	89.0	False	noncrit_nosignal	s650
44.006	0.85	0.35	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
46.259	0.85	0.35	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
48.51	0.85	0.35	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
50.862	0.85	0.35	89.0	motor_selective_stop_signal	89.0	1.967	89.0	False	crit_stop_failure	s650
53.514	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.971	89.0	False	noncrit_nosignal	s650
55.867	0.85	0.3	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
58.119	0.85	0.3	89.0	motor_selective_stop_signal	71.0	0.32	89.0	False	crit_go	s650
60.472	0.85	0.3	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
62.824	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.96	89.0	False	noncrit_nosignal	s650
65.676	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.386	89.0	False	noncrit_nosignal	s650
68.129	0.85	0.35	71.0	motor_selective_stop_signal	71.0	1.086	89.0	False	noncrit_nosignal	s650
70.481	0.85	0.35	89.0	motor_selective_stop_signal	89.0	1.052	89.0	False	crit_go	s650
73.134	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.684	89.0	False	noncrit_nosignal	s650
75.386	0.85	0.35	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
77.638	0.85	0.35	89.0	motor_selective_stop_signal	89.0	1.005	89.0	False	crit_go	s650
79.891	0.85	0.35	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
82.342	0.85	0.35	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
84.695	0.85	0.35	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
86.947	0.85	0.4	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
89.299	0.85	0.45	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
91.752	0.85	0.45	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
94.104	0.85	0.45	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
96.356	0.85	0.45	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
98.609	0.85	0.45	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
100.962	0.85	0.45	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
103.314	0.85	0.5	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
105.667	0.85	0.5	89.0	motor_selective_stop_signal	89.0	1.614	89.0	False	crit_go	s650
108.62	0.85	0.5	71.0	motor_selective_stop_signal	71.0	0.711	89.0	False	noncrit_nosignal	s650
110.871	0.85	0.5	71.0	motor_selective_stop_signal	71.0	1.717	89.0	False	noncrit_nosignal	s650
113.223	0.85	0.5	89.0	motor_selective_stop_signal	89.0	0.858	89.0	False	crit_go	s650
115.476	0.85	0.5	71.0	motor_selective_stop_signal	71.0	0.582	89.0	False	noncrit_signal	s650
117.929	0.85	0.5	71.0	motor_selective_stop_signal	71.0	1.364	89.0	False	noncrit_signal	s650
120.282	0.85	0.5	71.0	motor_selective_stop_signal	71.0	0.703	89.0	False	noncrit_signal	s650
133.342	0.85	0.5	71.0	motor_selective_stop_signal	71.0	0.741	89.0	False	noncrit_nosignal	s650
135.894	0.85	0.5	71.0	motor_selective_stop_signal	71.0	0.768	89.0	False	noncrit_nosignal	s650
138.146	0.85	0.5	89.0	motor_selective_stop_signal	89.0	0.555	89.0	False	crit_go	s650
140.399	0.85	0.5	89.0	motor_selective_stop_signal	89.0	0.524	89.0	False	crit_stop_failure	s650
143.152	0.85	0.45	89.0	motor_selective_stop_signal	89.0	0.691	89.0	False	crit_stop_failure	s650
145.505	0.85	0.4	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
147.757	0.85	0.45	89.0	motor_selective_stop_signal	89.0	1.736	89.0	False	crit_go	s650
150.21	0.85	0.45	89.0	motor_selective_stop_signal	89.0	0.595	89.0	False	crit_go	s650
152.462	0.85	0.45	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
154.815	0.85	0.45	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
157.068	0.85	0.45	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
159.32	0.85	0.5	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
161.572	0.85	0.55	89.0	motor_selective_stop_signal	89.0	0.898	89.0	False	crit_go	s650
163.824	0.85	0.55	89.0	motor_selective_stop_signal	89.0	0.543	89.0	False	crit_go	s650
166.077	0.85	0.55	71.0	motor_selective_stop_signal	71.0	0.863	89.0	False	noncrit_signal	s650
168.429	0.85	0.55	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
170.981	0.85	0.6	89.0	motor_selective_stop_signal	89.0	1.196	89.0	False	crit_go	s650
173.934	0.85	0.6	89.0	motor_selective_stop_signal	89.0	0.652	89.0	False	crit_stop_failure	s650
176.187	0.85	0.55	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
178.54	0.85	0.55	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
181.092	0.85	0.55	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
183.345	0.85	0.55	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
185.697	0.85	0.55	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
188.25	0.85	0.55	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
190.702	0.85	0.55	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
193.054	0.85	0.55	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
195.708	0.85	0.55	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
198.259	0.85	0.55	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
201.012	0.85	0.6	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
203.565	0.85	0.65	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
206.018	0.85	0.65	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
208.77	0.85	0.65	71.0	motor_selective_stop_signal	71.0	1.507	89.0	False	noncrit_nosignal	s650
211.323	0.85	0.65	89.0	motor_selective_stop_signal	89.0	0.721	89.0	False	crit_stop_failure	s650
213.676	0.85	0.6	71.0	motor_selective_stop_signal	71.0	0.769	89.0	False	noncrit_nosignal	s650
215.928	0.85	0.6	89.0	motor_selective_stop_signal	89.0	0.779	89.0	False	crit_go	s650
218.581	0.85	0.6	89.0	motor_selective_stop_signal	89.0	0.568	89.0	False	crit_stop_failure	s650
220.833	0.85	0.55	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
223.185	0.85	0.55	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
225.438	0.85	0.55	71.0	motor_selective_stop_signal	71.0	1.205	89.0	False	noncrit_nosignal	s650
227.79	0.85	0.55	89.0	motor_selective_stop_signal	71.0	0.515	89.0	False	crit_go	s650
230.143	0.85	0.55	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
232.395	0.85	0.55	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
235.248	0.85	0.55	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
237.601	0.85	0.55	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
239.853	0.85	0.55	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
242.205	0.85	0.55	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
244.658	0.85	0.55	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
246.911	0.85	0.6	71.0	motor_selective_stop_signal	71.0	0.725	89.0	False	noncrit_signal	s650
249.163	0.85	0.6	71.0	motor_selective_stop_signal	71.0	0.695	89.0	False	noncrit_nosignal	s650
251.916	0.85	0.6	71.0	motor_selective_stop_signal	71.0	0.026	89.0	False	noncrit_signal	s650
264.775	0.85	0.6	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
267.527	0.85	0.6	71.0	motor_selective_stop_signal	71.0	1.588	89.0	False	noncrit_nosignal	s650
269.98	0.85	0.6	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
272.233	0.85	0.6	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
274.584	0.85	0.65	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
277.237	0.85	0.65	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
279.69	0.85	0.7	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
281.943	0.85	0.7	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
284.295	0.85	0.7	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
287.247	0.85	0.7	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
289.5	0.85	0.7	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
292.453	0.85	0.7	71.0	motor_selective_stop_signal	71.0	0.706	89.0	False	noncrit_signal	s650
294.906	0.85	0.7	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
297.158	0.85	0.75	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
299.511	0.85	0.75	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
301.963	0.85	0.75	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
304.216	0.85	0.8	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
306.668	0.85	0.8	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
309.421	0.85	0.8	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
311.672	0.85	0.8	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
314.025	0.85	0.8	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
316.478	0.85	0.8	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
318.83	0.85	0.8	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
321.082	0.85	0.8	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
323.635	0.85	0.8	89.0	motor_selective_stop_signal	89.0	0.734	89.0	False	crit_go	s650
326.088	0.85	0.8	71.0	motor_selective_stop_signal	71.0	1.233	89.0	False	noncrit_nosignal	s650
328.741	0.85	0.8	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
330.993	0.85	0.85	71.0	motor_selective_stop_signal	71.0	1.14	89.0	False	noncrit_signal	s650
333.647	0.85	0.85	89.0	motor_selective_stop_signal	89.0	0.659	89.0	False	crit_go	s650
335.999	0.85	0.85	89.0	motor_selective_stop_signal	89.0	0.442	89.0	False	crit_go	s650
338.251	0.85	0.85	71.0	motor_selective_stop_signal	89.0	0.062	89.0	False	noncrit_nosignal	s650
340.503	0.85	0.85	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
342.755	0.85	0.85	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
345.108	0.85	0.85	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
347.66	0.85	0.85	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
350.013	0.85	0.85	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
352.466	0.85	0.9	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
354.919	0.85	0.9	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
357.271	0.85	0.95	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
359.524	0.85	0.95	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
362.077	0.85	0.95	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
364.629	0.85	0.95	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
366.882	0.85	0.95	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
369.134	0.85	0.95	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
371.587	0.85	1.0	89.0	motor_selective_stop_signal	89.0	0.792	89.0	False	crit_go	s650
373.94	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
376.192	0.85	1.0	89.0	motor_selective_stop_signal	71.0	1.003	89.0	False	crit_go	s650
379.345	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
381.997	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
384.25	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
397.21	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
400.063	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
402.515	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
404.767	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
407.019	0.85	1.0	71.0	motor_selective_stop_signal	89.0	2.544	89.0	False	noncrit_signal	s650
409.571	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
411.823	0.85	1.0	89.0	motor_selective_stop_signal	89.0	0.961	89.0	False	crit_go	s650
414.176	0.85	1.0	89.0	motor_selective_stop_signal	89.0	0.467	89.0	False	crit_stop_failure	s650
416.529	0.85	0.95	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
418.782	0.85	0.95	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
421.134	0.85	0.95	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
423.386	0.85	0.95	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
425.839	0.85	0.95	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
428.091	0.85	0.95	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
430.443	0.85	0.95	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
432.896	0.85	0.95	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
435.148	0.85	1.0	71.0	motor_selective_stop_signal	71.0	0.919	89.0	False	noncrit_nosignal	s650
437.401	0.85	1.0	71.0	motor_selective_stop_signal	71.0	0.517	89.0	False	noncrit_nosignal	s650
440.254	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
442.506	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
445.959	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
448.312	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
450.664	0.85	1.0	89.0	motor_selective_stop_signal	89.0	1.532	89.0	False	crit_go	s650
453.017	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
455.47	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
458.023	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
460.376	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
462.629	0.85	1.0	71.0	motor_selective_stop_signal	71.0	0.889	89.0	False	noncrit_nosignal	s650
464.881	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
467.934	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
470.386	0.85	1.0	71.0	motor_selective_stop_signal	71.0	0.788	89.0	False	noncrit_nosignal	s650
472.739	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
474.991	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
478.244	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
481.197	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
483.749	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
486.101	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
488.653	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
491.005	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
493.258	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
495.711	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
498.063	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
500.716	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
502.968	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
505.22	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
507.673	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_go	s650
509.926	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
512.478	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_nosignal	s650
514.731	0.85	1.0	71.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	noncrit_signal	s650
517.083	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
529.845	0.85	1.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s650
