onset	duration	coded_response	experiment_exp_id	item_coding	item_text	key_press	possible_responses	response_time	survey	trial_type	worker_id
1.005	8.5	5.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	66	66,89,71,82,77	3.799	grit	Q06	s234
12.32	8.5	5.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	66	66,89,71,82,77	3.671	grit	Q01	s234
21.934	8.5	3.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	71	66,89,71,82,77	3.45	brief	Q13	s234
31.14	8.5	5.0	survey_medley	forward	I am good at resisting temptation.	77	66,89,71,82,77	3.204	brief	Q09	s234
40.687	8.5	5.0	survey_medley	reverse	I often act without thinking through all the alternatives.	66	66,89,71,82,77	4.351	brief	Q21	s234
50.166	8.5	5.0	survey_medley	forward	I am a hard worker.	77	66,89,71,82,77	1.331	grit	Q04	s234
59.372	8.5	5.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	77	66,89,71,82,77	3.96	future_time	Q28	s234
69.462	8.5	1.0	survey_medley	forward	I have the sense that time is running out.	66	66,89,71,82,77	2.618	future_time	Q29	s234
80.369	8.5	4.0	survey_medley	reverse	I have a hard time breaking bad habits.	89	66,89,71,82,77	4.488	brief	Q10	s234
90.255	8.5	1.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	66	66,89	3.75	impulsive_venture	Q39	s234
99.392	8.5	5.0	survey_medley	forward	I finish whatever I begin.	77	66,89,71,82,77	2.331	grit	Q07	s234
109.755	8.5	5.0	survey_medley	forward	Setbacks don't discourage me.	77	66,89,71,82,77	2.043	grit	Q02	s234
119.437	8.5	5.0	survey_medley	forward	People would say that I have iron self-discipline.	77	66,89,71,82,77	2.705	brief	Q16	s234
129.595	8.5	2.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	89	66,89,71,82	8.908	upps	Q36	s234
138.801	8.5	5.0	survey_medley	forward	I am able to work effectively toward long-term goals.	77	66,89,71,82,77	3.871	brief	Q19	s234
149.98	8.5	4.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	89	66,89,71,82,77	5.294	brief	Q20	s234
159.255	8.5	4.0	survey_medley	forward	As I get older, I begin to experience time as limited.	82	66,89,71,82,77	2.926	future_time	Q31	s234
168.869	8.5	2.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	89	66,89,71,82	5.633	upps	Q33	s234
177.939	8.5	4.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	89	66,89,71,82,77	4.691	brief	Q17	s234
186.942	8.5	5.0	survey_medley	forward	I am diligent.	77	66,89,71,82,77	1.44	grit	Q08	s234
201.248	8.5	1.0	survey_medley	forward	I tend to act without thinking when I am really excited.	66	66,89,71,82	4.262	upps	Q37	s234
210.318	8.5	4.0	survey_medley	reverse	I say inappropriate things.	89	66,89,71,82,77	1.891	brief	Q12	s234
220.612	8.5	5.0	survey_medley	forward	My future is filled with possibilities.	77	66,89,71,82,77	2.098	future_time	Q24	s234
232.403	8.5	4.0	survey_medley	reverse	I have trouble concentrating.	89	66,89,71,82,77	2.613	brief	Q18	s234
241.608	8.5	2.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	89	66,89	3.22	impulsive_venture	Q38	s234
251.086	8.5	5.0	survey_medley	forward	I expect that I will set many new goals in the future.	77	66,89,71,82,77	3.602	future_time	Q23	s234
261.041	8.5	1.0	survey_medley	forward	There are only limited possibilities in my future.	66	66,89,71,82,77	3.819	future_time	Q30	s234
272.9	8.5	4.0	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	89	66,89,71,82,77	7.411	grit	Q03	s234
282.106	8.5	5.0	survey_medley	forward	I could do anything I want in the future.	77	66,89,71,82,77	2.001	future_time	Q27	s234
293.624	8.5	2.0	survey_medley	forward	When overjoyed, I feel like I cant stop myself from going overboard.	89	66,89,71,82	4.321	upps	Q35	s234
302.626	8.5	5.0	survey_medley	forward	Most of my life lies ahead of me.	77	66,89,71,82,77	2.214	future_time	Q25	s234
311.764	8.5	5.0	survey_medley	reverse	I am lazy.	66	66,89,71,82,77	1.4	brief	Q11	s234
321.379	8.5	3.0	survey_medley	forward	I refuse things that are bad for me.	71	66,89,71,82,77	4.307	brief	Q14	s234
330.993	8.5	5.0	survey_medley	forward	Many opportunities await me in the future.	77	66,89,71,82,77	2.052	future_time	Q22	s234
341.288	8.5	2.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	82	66,89,71,82,77	4.076	grit	Q05	s234
351.378	8.5	1.0	survey_medley	forward	When I get really happy about something, I tend to do things that can have bad consequences.	66	66,89,71,82	4.507	upps	Q34	s234
360.448	8.5	4.0	survey_medley	forward	My future seems infinite to me.	82	66,89,71,82,77	2.315	future_time	Q26	s234
370.606	8.5	1.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66	66,89,71,82	5.072	upps	Q32	s234
380.493	8.5	3.0	survey_medley	reverse	I wish I had more self-discipline.	71	66,89,71,82,77	3.421	brief	Q15	s234
390.175	8.5	2.0	survey_medley	forward	Would you enjoy the sensation of skiing very fast down a high mountain slope?	89	66,89	3.929	impulsive_venture	Q40	s234
