onset	duration	coded_response	experiment_exp_id	item_coding	item_text	key_press	possible_responses	response_time	survey	trial_type	worker_id
1.009	8.5	3.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	71	66,89,71,82,77	3.627	brief	Q17	s596
11.375	8.5	0.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	-1	66,89,71,82	n/a	upps	Q32	s596
21.061	8.5	5.0	survey_medley	forward	I am good at resisting temptation.	77	66,89,71,82,77	3.303	brief	Q09	s596
31.222	8.5	1.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	77	66,89,71,82,77	4.438	grit	Q01	s596
40.429	8.5	1.0	survey_medley	forward	There are only limited possibilities in my future.	66	66,89,71,82,77	3.12	future_time	Q30	s596
51.608	8.5	4.0	survey_medley	forward	I refuse things that are bad for me.	82	66,89,71,82,77	5.078	brief	Q14	s596
60.884	8.5	4.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	89	66,89,71,82,77	5.724	grit	Q06	s596
70.498	8.5	4.0	survey_medley	forward	I could do anything I want in the future.	82	66,89,71,82,77	3.499	future_time	Q27	s596
79.571	8.5	4.0	survey_medley	forward	People would say that I have iron self-discipline.	82	66,89,71,82,77	2.711	brief	Q16	s596
88.577	8.5	3.0	survey_medley	forward	I tend to act without thinking when I am really excited.	71	66,89,71,82	5.027	upps	Q37	s596
102.885	8.5	3.0	survey_medley	forward	I finish whatever I begin.	71	66,89,71,82,77	3.383	grit	Q07	s596
111.955	8.5	3.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	71	66,89,71,82,77	7.427	grit	Q05	s596
122.251	8.5	5.0	survey_medley	forward	As I get older, I begin to experience time as limited.	77	66,89,71,82,77	4.427	future_time	Q31	s596
134.043	8.5	5.0	survey_medley	forward	My future is filled with possibilities.	77	66,89,71,82,77	2.179	future_time	Q24	s596
143.252	8.5	3.0	survey_medley	forward	My future seems infinite to me.	71	66,89,71,82,77	2.838	future_time	Q26	s596
152.729	8.5	3.0	survey_medley	reverse	I wish I had more self-discipline.	71	66,89,71,82,77	4.633	brief	Q15	s596
162.686	8.5	3.0	survey_medley	forward	Most of my life lies ahead of me.	71	66,89,71,82,77	2.493	future_time	Q25	s596
174.548	8.5	2.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	89	66,89,71,82,77	4.308	future_time	Q28	s596
183.754	8.5	4.0	survey_medley	forward	I am able to work effectively toward long-term goals.	82	66,89,71,82,77	2.806	brief	Q19	s596
195.273	8.5	4.0	survey_medley	reverse	I say inappropriate things.	89	66,89,71,82,77	3.443	brief	Q12	s596
204.277	8.5	4.0	survey_medley	forward	Many opportunities await me in the future.	82	66,89,71,82,77	2.908	future_time	Q22	s596
213.416	8.5	5.0	survey_medley	reverse	I am lazy.	66	66,89,71,82,77	1.738	brief	Q11	s596
223.033	8.5	3.0	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	71	66,89,71,82,77	8.785	grit	Q03	s596
232.647	8.5	1.0	survey_medley	forward	Would you enjoy the sensation of skiing very fast down a high mountain slope?	66	66,89	2.677	impulsive_venture	Q40	s596
242.943	8.5	2.0	survey_medley	forward	When overjoyed, I feel like I cant stop myself from going overboard.	89	66,89,71,82	7.467	upps	Q35	s596
253.034	8.5	4.0	survey_medley	forward	I am a hard worker.	82	66,89,71,82,77	1.958	grit	Q04	s596
262.106	8.5	3.0	survey_medley	reverse	I have trouble concentrating.	71	66,89,71,82,77	6.541	brief	Q18	s596
272.267	8.5	2.0	survey_medley	forward	I have the sense that time is running out.	89	66,89,71,82,77	5.98	future_time	Q29	s596
282.156	8.5	5.0	survey_medley	reverse	I often act without thinking through all the alternatives.	66	66,89,71,82,77	3.15	brief	Q21	s596
291.839	8.5	4.0	survey_medley	reverse	I have a hard time breaking bad habits.	89	66,89,71,82,77	3.711	brief	Q10	s596
301.388	8.5	2.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	89	66,89,71,82	4.797	upps	Q36	s596
312.705	8.5	4.0	survey_medley	forward	Setbacks don't discourage me.	82	66,89,71,82,77	3.92	grit	Q02	s596
322.322	8.5	5.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	66	66,89,71,82,77	4.236	brief	Q13	s596
331.531	8.5	1.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	66	66,89,71,82	4.161	upps	Q33	s596
341.077	8.5	1.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	66	66,89	3.177	impulsive_venture	Q39	s596
350.555	8.5	1.0	survey_medley	forward	When I get really happy about something, I tend to do things that can have bad consequences.	66	66,89,71,82	4.357	upps	Q34	s596
359.761	8.5	4.0	survey_medley	forward	I am diligent.	82	66,89,71,82,77	3.183	grit	Q08	s596
369.854	8.5	4.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	89	66,89,71,82,77	6.731	brief	Q20	s596
380.761	8.5	5.0	survey_medley	forward	I expect that I will set many new goals in the future.	77	66,89,71,82,77	3.166	future_time	Q23	s596
390.648	8.5	0.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	-1	66,89	n/a	impulsive_venture	Q38	s596
