onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.018	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.565	89.0	False	noncrit_nosignal	s610
5.674	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.449	89.0	False	crit_stop_failure	s610
7.93	0.85	0.2	71.0	motor_selective_stop_signal	71.0	1.015	89.0	False	noncrit_signal	s610
10.584	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.613	89.0	False	crit_go	s610
12.936	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.528	89.0	False	crit_go	s610
15.192	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.504	89.0	False	noncrit_nosignal	s610
17.444	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.556	89.0	False	crit_go	s610
19.7	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.555	89.0	False	crit_go	s610
22.055	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.534	89.0	False	noncrit_signal	s610
24.611	0.85	0.2	71.0	motor_selective_stop_signal	89.0	0.456	89.0	False	noncrit_nosignal	s610
26.964	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.651	89.0	False	crit_stop_failure	s610
29.419	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.518	89.0	False	noncrit_nosignal	s610
31.871	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.979	89.0	False	crit_stop_failure	s610
34.227	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.698	89.0	False	noncrit_signal	s610
36.478	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.696	89.0	False	noncrit_nosignal	s610
39.034	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.58	89.0	False	noncrit_nosignal	s610
41.586	0.85	0.1	71.0	motor_selective_stop_signal	89.0	0.659	89.0	False	noncrit_signal	s610
43.843	0.85	0.1	89.0	motor_selective_stop_signal	89.0	0.673	89.0	False	crit_go	s610
46.1	0.85	0.1	89.0	motor_selective_stop_signal	71.0	0.797	89.0	False	crit_stop_failure	s610
48.555	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.609	89.0	False	crit_go	s610
50.906	0.85	0.05	89.0	motor_selective_stop_signal	71.0	0.807	89.0	False	crit_go	s610
53.162	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.697	89.0	False	crit_go	s610
56.318	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.617	89.0	False	noncrit_nosignal	s610
58.97	0.85	0.05	71.0	motor_selective_stop_signal	71.0	1.02	89.0	False	noncrit_signal	s610
61.226	0.85	0.05	89.0	motor_selective_stop_signal	71.0	0.498	89.0	False	crit_stop_failure	s610
63.682	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.854	89.0	False	noncrit_signal	s610
66.535	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.77	89.0	False	crit_go	s610
