onset	duration	coded_response	experiment_exp_id	item_coding	item_text	key_press	possible_responses	response_time	survey	trial_type	worker_id
1.007	8.5	2.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	82	66,89,71,82,77	4.477	brief	Q17	s626
11.369	8.5	2.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	89	66,89,71,82,77	8.93	upps	Q32	s626
21.051	8.5	3.0	survey_medley	forward	I am good at resisting temptation.	71	66,89,71,82,77	2.889	brief	Q09	s626
31.209	8.5	2.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	82	66,89,71,82,77	4.2	grit	Q01	s626
40.416	8.5	3.0	survey_medley	forward	There are only limited possibilities in my future.	71	66,89,71,82,77	5.11	future_time	Q30	s626
51.594	8.5	5.0	survey_medley	forward	I refuse things that are bad for me.	77	66,89,71,82,77	5.142	brief	Q14	s626
60.869	8.5	3.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	71	66,89,71,82,77	6.323	grit	Q06	s626
70.483	8.5	4.0	survey_medley	forward	I could do anything I want in the future.	82	66,89,71,82,77	4.861	future_time	Q27	s626
79.554	8.5	3.0	survey_medley	forward	People would say that I have iron self-discipline.	71	66,89,71,82,77	5.123	brief	Q16	s626
88.557	8.5	2.0	survey_medley	forward	I tend to act without thinking when I am really excited.	89	66,89,71,82,77	4.354	upps	Q37	s626
102.863	8.5	2.0	survey_medley	forward	I finish whatever I begin.	89	66,89,71,82,77	4.578	grit	Q07	s626
111.934	8.5	2.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	82	66,89,71,82,77	4.219	grit	Q05	s626
122.228	8.5	5.0	survey_medley	forward	As I get older, I begin to experience time as limited.	77	66,89,71,82,77	6.096	future_time	Q31	s626
134.019	8.5	4.0	survey_medley	forward	My future is filled with possibilities.	82	66,89,71,82,77	2.401	future_time	Q24	s626
143.225	8.5	2.0	survey_medley	forward	My future seems infinite to me.	89	66,89,71,82,77	3.371	future_time	Q26	s626
152.704	8.5	1.0	survey_medley	reverse	I wish I had more self-discipline.	77	66,89,71,82,77	2.561	brief	Q15	s626
162.659	8.5	5.0	survey_medley	forward	Most of my life lies ahead of me.	77	66,89,71,82,77	3.597	future_time	Q25	s626
174.517	8.5	4.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	82	66,89,71,82,77	4.192	future_time	Q28	s626
183.724	8.5	3.0	survey_medley	forward	I am able to work effectively toward long-term goals.	71	66,89,71,82,77	3.463	brief	Q19	s626
195.243	8.5	2.0	survey_medley	reverse	I say inappropriate things.	82	66,89,71,82,77	3.291	brief	Q12	s626
204.246	8.5	5.0	survey_medley	forward	Many opportunities await me in the future.	77	66,89,71,82,77	3.67	future_time	Q22	s626
213.383	8.5	1.0	survey_medley	reverse	I am lazy.	77	66,89,71,82,77	2.981	brief	Q11	s626
222.998	8.5	2.0	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	82	66,89,71,82,77	4.771	grit	Q03	s626
232.612	8.5	0.0	survey_medley	forward	Would you enjoy the sensation of skiing very fast down a high mountain slope?	71	66,89,71,82,77	3.753	impulsive_venture	Q40	s626
242.907	8.5	2.0	survey_medley	forward	When overjoyed, I feel like I cant stop myself from going overboard.	89	66,89,71,82,77	7.007	upps	Q35	s626
252.998	8.5	3.0	survey_medley	forward	I am a hard worker.	71	66,89,71,82,77	2.969	grit	Q04	s626
262.069	8.5	2.0	survey_medley	reverse	I have trouble concentrating.	82	66,89,71,82,77	3.243	brief	Q18	s626
272.227	8.5	5.0	survey_medley	forward	I have the sense that time is running out.	77	66,89,71,82,77	5.79	future_time	Q29	s626
282.114	8.5	2.0	survey_medley	reverse	I often act without thinking through all the alternatives.	82	66,89,71,82,77	3.817	brief	Q21	s626
291.796	8.5	1.0	survey_medley	reverse	I have a hard time breaking bad habits.	77	66,89,71,82,77	3.964	brief	Q10	s626
301.343	8.5	2.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	89	66,89,71,82,77	5.096	upps	Q36	s626
312.658	8.5	5.0	survey_medley	forward	Setbacks don't discourage me.	77	66,89,71,82,77	3.439	grit	Q02	s626
322.272	8.5	1.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	77	66,89,71,82,77	3.904	brief	Q13	s626
331.479	8.5	1.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	66	66,89,71,82,77	5.285	upps	Q33	s626
341.026	8.5	1.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	66	66,89,71,82,77	5.334	impulsive_venture	Q39	s626
350.503	8.5	1.0	survey_medley	forward	When I get really happy about something, I tend to do things that can have bad consequences.	66	66,89,71,82,77	4.193	upps	Q34	s626
359.709	8.5	3.0	survey_medley	forward	I am diligent.	71	66,89,71,82,77	2.275	grit	Q08	s626
369.8	8.5	1.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	77	66,89,71,82,77	4.805	brief	Q20	s626
380.706	8.5	5.0	survey_medley	forward	I expect that I will set many new goals in the future.	77	66,89,71,82,77	4.373	future_time	Q23	s626
390.593	8.5	2.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	89	66,89,71,82,77	3.834	impulsive_venture	Q38	s626
