onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.011	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.632	89.0	False	noncrit_nosignal	s626
5.264	0.85	0.1	89.0	motor_selective_stop_signal	89.0	0.543	89.0	False	crit_go	s626
7.517	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.723	89.0	False	noncrit_signal	s626
9.87	0.85	0.1	89.0	motor_selective_stop_signal	89.0	0.964	89.0	False	crit_stop_failure	s626
12.422	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.571	89.0	False	noncrit_nosignal	s626
15.375	0.85	0.05	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s626
17.628	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.64	89.0	False	noncrit_nosignal	s626
19.979	0.85	0.1	89.0	motor_selective_stop_signal	89.0	1.061	89.0	False	crit_go	s626
22.532	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.726	89.0	False	noncrit_signal	s626
24.785	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.56	89.0	False	noncrit_signal	s626
27.139	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.522	89.0	False	noncrit_signal	s626
29.691	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.534	89.0	False	noncrit_signal	s626
32.144	0.85	0.1	89.0	motor_selective_stop_signal	89.0	0.979	89.0	False	crit_go	s626
34.496	0.85	0.1	89.0	motor_selective_stop_signal	89.0	0.83	89.0	False	crit_go	s626
37.149	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.577	89.0	False	noncrit_nosignal	s626
39.702	0.85	0.1	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s626
42.454	0.85	0.15	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s626
45.007	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.511	89.0	False	noncrit_signal	s626
47.459	0.85	0.2	89.0	motor_selective_stop_signal	71.0	0.822	89.0	False	crit_go	s626
50.211	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.644	89.0	False	crit_go	s626
52.764	0.85	0.2	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s626
55.116	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.901	89.0	False	crit_go	s626
57.368	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.762	89.0	False	noncrit_nosignal	s626
60.021	0.85	0.25	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s626
62.273	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.873	89.0	False	crit_go	s626
64.625	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.736	89.0	False	crit_go	s626
66.877	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.631	89.0	False	noncrit_nosignal	s626
69.229	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.644	89.0	False	noncrit_nosignal	s626
71.582	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.812	89.0	False	crit_go	s626
73.834	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.95	89.0	False	noncrit_signal	s626
76.687	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.886	89.0	False	crit_go	s626
79.04	0.85	0.3	89.0	motor_selective_stop_signal	89.0	1.277	89.0	False	crit_go	s626
81.291	0.85	0.3	71.0	motor_selective_stop_signal	71.0	1.037	89.0	False	noncrit_nosignal	s626
83.644	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.754	89.0	False	noncrit_nosignal	s626
86.097	0.85	0.3	89.0	motor_selective_stop_signal	89.0	2.069	89.0	False	crit_stop_failure	s626
88.349	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.514	89.0	False	noncrit_signal	s626
90.602	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.778	89.0	False	crit_go	s626
93.355	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.964	89.0	False	noncrit_signal	s626
95.707	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.997	89.0	False	noncrit_nosignal	s626
98.46	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.549	89.0	False	noncrit_nosignal	s626
100.912	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.751	89.0	False	crit_go	s626
103.164	0.85	0.25	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s626
105.517	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.675	89.0	False	noncrit_nosignal	s626
108.17	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.835	89.0	False	crit_stop_failure	s626
110.622	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.646	89.0	False	crit_go	s626
112.875	0.85	0.25	71.0	motor_selective_stop_signal	71.0	1.008	89.0	False	noncrit_signal	s626
115.228	0.85	0.25	71.0	motor_selective_stop_signal	71.0	1.043	89.0	False	noncrit_signal	s626
118.181	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.631	89.0	False	noncrit_nosignal	s626
120.432	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.613	89.0	False	crit_go	s626
123.384	0.85	0.25	71.0	motor_selective_stop_signal	71.0	1.037	89.0	False	noncrit_signal	s626
136.343	0.85	0.25	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s626
138.595	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.709	89.0	False	crit_go	s626
140.948	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.602	89.0	False	crit_go	s626
143.401	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.484	89.0	False	crit_stop_failure	s626
145.653	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.828	89.0	False	noncrit_signal	s626
148.106	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.684	89.0	False	noncrit_nosignal	s626
150.858	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.521	89.0	False	noncrit_signal	s626
153.11	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.87	89.0	False	crit_go	s626
155.462	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.87	89.0	False	noncrit_signal	s626
157.915	0.85	0.25	89.0	motor_selective_stop_signal	89.0	1.16	89.0	False	crit_go	s626
160.268	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.805	89.0	False	noncrit_signal	s626
162.52	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.866	89.0	False	noncrit_nosignal	s626
