onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.017	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.867	71.0	False	noncrit_nosignal	s577
5.273	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.59	71.0	False	crit_go	s577
7.525	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.548	71.0	False	noncrit_signal	s577
9.879	0.85	0.35	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s577
12.434	0.85	0.4	71.0	motor_selective_stop_signal	71.0	0.611	71.0	False	crit_go	s577
15.389	0.85	0.4	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s577
17.642	0.85	0.45	89.0	motor_selective_stop_signal	89.0	0.876	71.0	False	noncrit_nosignal	s577
19.997	0.85	0.45	71.0	motor_selective_stop_signal	71.0	0.8	71.0	False	crit_go	s577
22.552	0.85	0.45	89.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	noncrit_signal	s577
24.805	0.85	0.45	89.0	motor_selective_stop_signal	89.0	0.695	71.0	False	noncrit_signal	s577
27.16	0.85	0.45	89.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	noncrit_signal	s577
29.714	0.85	0.45	89.0	motor_selective_stop_signal	89.0	0.658	71.0	False	noncrit_signal	s577
32.165	0.85	0.45	71.0	motor_selective_stop_signal	71.0	0.816	71.0	False	crit_go	s577
34.522	0.85	0.45	89.0	motor_selective_stop_signal	89.0	0.792	71.0	False	noncrit_nosignal	s577
37.176	0.85	0.45	71.0	motor_selective_stop_signal	71.0	0.704	71.0	False	crit_go	s577
39.729	0.85	0.45	71.0	motor_selective_stop_signal	71.0	0.645	71.0	False	crit_stop_failure	s577
42.483	0.85	0.4	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s577
45.037	0.85	0.45	89.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	noncrit_signal	s577
47.489	0.85	0.45	89.0	motor_selective_stop_signal	89.0	0.733	71.0	False	noncrit_nosignal	s577
50.243	0.85	0.45	71.0	motor_selective_stop_signal	71.0	0.725	71.0	False	crit_go	s577
52.796	0.85	0.45	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s577
55.152	0.85	0.5	71.0	motor_selective_stop_signal	71.0	0.936	71.0	False	crit_go	s577
57.404	0.85	0.5	71.0	motor_selective_stop_signal	71.0	0.619	71.0	False	crit_go	s577
60.059	0.85	0.5	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s577
62.311	0.85	0.55	71.0	motor_selective_stop_signal	71.0	0.966	71.0	False	crit_go	s577
64.667	0.85	0.55	71.0	motor_selective_stop_signal	71.0	0.94	71.0	False	crit_go	s577
66.919	0.85	0.55	71.0	motor_selective_stop_signal	71.0	0.55	71.0	False	crit_go	s577
69.271	0.85	0.55	71.0	motor_selective_stop_signal	71.0	0.826	71.0	False	crit_go	s577
71.627	0.85	0.55	71.0	motor_selective_stop_signal	71.0	0.817	71.0	False	crit_go	s577
73.88	0.85	0.55	89.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	noncrit_signal	s577
76.732	0.85	0.55	89.0	motor_selective_stop_signal	89.0	0.702	71.0	False	noncrit_nosignal	s577
79.088	0.85	0.55	71.0	motor_selective_stop_signal	71.0	1.016	71.0	False	crit_go	s577
81.341	0.85	0.55	89.0	motor_selective_stop_signal	89.0	0.806	71.0	False	noncrit_nosignal	s577
83.696	0.85	0.55	89.0	motor_selective_stop_signal	89.0	0.831	71.0	False	noncrit_nosignal	s577
86.15	0.85	0.55	71.0	motor_selective_stop_signal	71.0	0.722	71.0	False	crit_stop_failure	s577
88.406	0.85	0.5	89.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	noncrit_signal	s577
90.663	0.85	0.5	89.0	motor_selective_stop_signal	89.0	0.825	71.0	False	noncrit_nosignal	s577
93.416	0.85	0.5	89.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	noncrit_signal	s577
95.768	0.85	0.5	89.0	motor_selective_stop_signal	89.0	0.995	71.0	False	noncrit_nosignal	s577
98.52	0.85	0.5	71.0	motor_selective_stop_signal	71.0	0.763	71.0	False	crit_go	s577
100.973	0.85	0.5	71.0	motor_selective_stop_signal	71.0	0.689	71.0	False	crit_go	s577
103.229	0.85	0.5	71.0	motor_selective_stop_signal	71.0	0.538	71.0	False	crit_stop_failure	s577
105.586	0.85	0.45	71.0	motor_selective_stop_signal	71.0	0.994	71.0	False	crit_go	s577
108.239	0.85	0.45	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s577
110.695	0.85	0.5	89.0	motor_selective_stop_signal	89.0	0.529	71.0	False	noncrit_nosignal	s577
112.948	0.85	0.5	89.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	noncrit_signal	s577
115.302	0.85	0.5	89.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	noncrit_signal	s577
118.258	0.85	0.5	71.0	motor_selective_stop_signal	71.0	0.76	71.0	False	crit_go	s577
120.513	0.85	0.5	89.0	motor_selective_stop_signal	89.0	0.833	71.0	False	noncrit_nosignal	s577
123.465	0.85	0.5	89.0	motor_selective_stop_signal	89.0	0.738	71.0	False	noncrit_signal	s577
136.43	0.85	0.5	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s577
138.682	0.85	0.55	89.0	motor_selective_stop_signal	89.0	0.862	71.0	False	noncrit_nosignal	s577
141.033	0.85	0.55	71.0	motor_selective_stop_signal	71.0	0.782	71.0	False	crit_go	s577
143.49	0.85	0.55	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s577
145.744	0.85	0.6	89.0	motor_selective_stop_signal	89.0	0.833	71.0	False	noncrit_signal	s577
148.197	0.85	0.6	89.0	motor_selective_stop_signal	89.0	1.014	71.0	False	noncrit_nosignal	s577
150.953	0.85	0.6	89.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	noncrit_signal	s577
153.205	0.85	0.6	89.0	motor_selective_stop_signal	89.0	1.0	71.0	False	noncrit_nosignal	s577
155.558	0.85	0.6	89.0	motor_selective_stop_signal	89.0	0.838	71.0	False	noncrit_signal	s577
158.014	0.85	0.6	71.0	motor_selective_stop_signal	71.0	0.577	71.0	False	crit_go	s577
160.366	0.85	0.6	89.0	motor_selective_stop_signal	89.0	0.785	71.0	False	noncrit_signal	s577
162.621	0.85	0.6	89.0	motor_selective_stop_signal	89.0	0.794	71.0	False	noncrit_nosignal	s577
165.174	0.85	0.6	71.0	motor_selective_stop_signal	71.0	0.832	71.0	False	crit_go	s577
167.63	0.85	0.6	71.0	motor_selective_stop_signal	71.0	0.929	71.0	False	crit_go	s577
170.287	0.85	0.6	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s577
172.543	0.85	0.65	89.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	noncrit_signal	s577
175.195	0.85	0.65	71.0	motor_selective_stop_signal	71.0	0.801	71.0	False	crit_go	s577
177.551	0.85	0.65	71.0	motor_selective_stop_signal	71.0	0.933	71.0	False	crit_go	s577
179.807	0.85	0.65	71.0	motor_selective_stop_signal	71.0	0.888	71.0	False	crit_go	s577
182.06	0.85	0.65	71.0	motor_selective_stop_signal	71.0	0.966	71.0	False	crit_go	s577
184.315	0.85	0.65	71.0	motor_selective_stop_signal	71.0	0.947	71.0	False	crit_go	s577
186.67	0.85	0.65	89.0	motor_selective_stop_signal	89.0	0.894	71.0	False	noncrit_signal	s577
189.222	0.85	0.65	89.0	motor_selective_stop_signal	89.0	1.214	71.0	False	noncrit_nosignal	s577
191.576	0.85	0.65	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s577
194.029	0.85	0.7	89.0	motor_selective_stop_signal	89.0	1.033	71.0	False	noncrit_nosignal	s577
196.481	0.85	0.7	71.0	motor_selective_stop_signal	71.0	0.764	71.0	False	crit_stop_failure	s577
198.837	0.85	0.65	89.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	noncrit_signal	s577
201.092	0.85	0.65	89.0	motor_selective_stop_signal	89.0	1.382	71.0	False	noncrit_nosignal	s577
203.647	0.85	0.65	89.0	motor_selective_stop_signal	89.0	0.83	71.0	False	noncrit_nosignal	s577
