onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id
3.017	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s622
5.522	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.385	probe	BY	s622
7.159	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s622
9.667	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.622	probe	AY	s622
11.17	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
13.676	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.387	probe	AX	s622
15.724	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s622
18.234	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.432	probe	BY	s622
20.008	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s622
22.514	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.418	probe	BX	s622
24.151	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
26.661	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.464	probe	AX	s622
28.302	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
30.81	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.524	probe	AX	s622
32.312	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
34.82	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.405	probe	AX	s622
36.322	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s622
38.831	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.617	probe	AY	s622
40.877	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
43.387	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.555	probe	AX	s622
45.842	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
48.349	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.579	probe	AX	s622
50.258	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
52.767	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.533	probe	AX	s622
54.269	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
56.775	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.478	probe	AX	s622
58.685	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s622
61.19	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.365	probe	BX	s622
63.373	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
65.882	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.417	probe	AX	s622
67.383	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s622
69.894	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.442	probe	BY	s622
71.808	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s622
74.313	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.346	probe	BX	s622
76.631	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s622
79.14	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.586	probe	AY	s622
81.46	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s622
83.965	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.557	probe	BX	s622
85.603	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s622
88.111	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.553	probe	AY	s622
89.616	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s622
92.119	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.415	probe	BY	s622
94.029	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
96.538	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.498	probe	AX	s622
98.04	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s622
100.548	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.569	probe	AY	s622
102.866	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
105.375	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.458	probe	AX	s622
106.879	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s622
109.383	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.528	probe	AY	s622
112.109	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
114.618	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.589	probe	AX	s622
116.119	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
118.626	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.477	probe	AX	s622
120.263	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
122.77	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.442	probe	AX	s622
124.407	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
126.917	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.53	probe	AX	s622
128.69	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s622
131.199	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.419	probe	BY	s622
132.973	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
135.482	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.441	probe	AX	s622
136.986	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s622
139.49	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.417	probe	BY	s622
141.943	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
144.45	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.418	probe	AX	s622
146.087	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
148.597	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.516	probe	AX	s622
150.238	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s622
152.746	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.336	probe	BX	s622
154.247	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s622
156.756	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.354	probe	BX	s622
158.258	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
160.762	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.571	probe	AX	s622
163.083	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s622
165.588	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.525	probe	AY	s622
167.634	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
170.143	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.565	probe	AX	s622
174.093	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
176.599	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.438	probe	AX	s622
188.754	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s622
191.26	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.569	probe	AY	s622
192.898	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
195.404	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.707	probe	AX	s622
197.042	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
199.553	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.444	probe	AX	s622
201.057	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
203.567	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.483	probe	AX	s622
205.069	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
207.578	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.522	probe	AX	s622
209.49	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s622
211.997	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.531	probe	BX	s622
213.634	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
216.143	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.565	probe	AX	s622
218.189	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
220.698	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.511	probe	AX	s622
222.471	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
224.98	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.411	probe	AX	s622
226.486	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
228.988	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.601	probe	AX	s622
231.17	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
233.679	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.42	probe	AX	s622
235.181	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s622
237.69	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.374	probe	BX	s622
241.367	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s622
243.874	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.412	probe	BY	s622
245.511	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s622
248.018	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.513	probe	BY	s622
249.655	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s622
252.164	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.425	probe	BX	s622
253.666	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
256.172	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.546	probe	AX	s622
258.082	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
260.588	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.439	probe	AX	s622
262.226	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s622
264.735	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.334	probe	BX	s622
266.237	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
268.744	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.412	probe	AX	s622
270.658	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s622
273.164	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.442	probe	BY	s622
275.346	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
277.855	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.363	probe	AX	s622
279.629	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
282.136	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.37	probe	AX	s622
283.642	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
286.148	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.451	probe	AX	s622
287.65	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
290.159	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.434	probe	AX	s622
292.205	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s622
294.714	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.625	probe	AX	s622
297.575	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s622
