onset	duration	planning	condition	current_position	exp_stage	experiment_exp_id	goal_state	key_press	problem_id	response_time	start_state	trial_id	worker_id
-63.371	0.0	0	n/a	n/a	n/a	ward_and_allport	n/a	32.0	n/a	25.494	n/a	instructions	s192
3.01	4.159	1	UA_with_intermediate	1,0,0,2,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	4.159	1,0,0,2,3,0,0,0,0	to_hand	s192
7.171	0.64	0	UA_with_intermediate	1,0,0,2,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.64	1,0,0,2,3,0,0,0,0	to_board	s192
7.814	0.711	0	UA_with_intermediate	1,0,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	71.0	0.0	0.711	1,0,0,2,3,0,0,0,0	to_hand	s192
8.526	0.505	0	UA_with_intermediate	1,2,0,0,0,0,3,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.505	1,0,0,2,3,0,0,0,0	to_board	s192
9.033	0.727	0	UA_with_intermediate	1,2,0,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	82.0	0.0	0.727	1,0,0,2,3,0,0,0,0	to_hand	s192
9.762	0.618	0	UA_with_intermediate	1,2,3,0,0,0,0,0,0	practice	ward_and_allport	1,2,3,0,0,0,0,0,0	89.0	0.0	0.618	1,0,0,2,3,0,0,0,0	to_board	s192
10.384	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	0.0	n/a	n/a	feedback	s192
12.886	4.327	1	UA_with_intermediate	1,2,0,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	71.0	1.0	4.327	1,2,0,3,0,0,0,0,0	to_hand	s192
17.214	2.193	0	UA_with_intermediate	1,2,0,3,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	71.0	1.0	2.193	1,2,0,3,0,0,0,0,0	to_board	s192
19.409	0.45	0	UA_with_intermediate	1,0,0,3,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.45	1,2,0,3,0,0,0,0,0	to_hand	s192
19.86	0.78	0	UA_with_intermediate	1,0,0,3,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	0.78	1,2,0,3,0,0,0,0,0	to_board	s192
20.642	0.948	0	UA_with_intermediate	1,0,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	71.0	1.0	0.948	1,2,0,3,0,0,0,0,0	to_hand	s192
21.59	0.582	0	UA_with_intermediate	1,3,0,0,0,0,2,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.582	1,2,0,3,0,0,0,0,0	to_board	s192
22.174	0.514	0	UA_with_intermediate	1,3,0,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	82.0	1.0	0.514	1,2,0,3,0,0,0,0,0	to_hand	s192
22.689	0.454	0	UA_with_intermediate	1,3,2,0,0,0,0,0,0	practice	ward_and_allport	1,3,2,0,0,0,0,0,0	89.0	1.0	0.454	1,2,0,3,0,0,0,0,0	to_board	s192
23.145	1.0	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	feedback	s192
24.145	1.1	0	UA_with_intermediate	n/a	practice	ward_and_allport	n/a	-1.0	1.0	n/a	n/a	ITI	s192
