onset	duration	coded_response	experiment_exp_id	item_coding	item_text	key_press	possible_responses	response_time	survey	trial_type	worker_id
1.012	8.5	3.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	71	66,89,71,82,77	5.358	brief	Q17	s607
11.377	8.5	2.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	89	66,89,71,82,77	8.779	upps	Q32	s607
21.061	8.5	3.0	survey_medley	forward	I am good at resisting temptation.	71	66,89,71,82,77	2.299	brief	Q09	s607
31.218	8.5	4.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	89	66,89,71,82,77	3.864	grit	Q01	s607
40.425	8.5	1.0	survey_medley	forward	There are only limited possibilities in my future.	66	66,89,71,82,77	4.904	future_time	Q30	s607
51.604	8.5	4.0	survey_medley	forward	I refuse things that are bad for me.	82	66,89,71,82,77	4.131	brief	Q14	s607
60.88	8.5	3.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	71	66,89,71,82,77	5.014	grit	Q06	s607
70.493	8.5	4.0	survey_medley	forward	I could do anything I want in the future.	82	66,89,71,82,77	3.35	future_time	Q27	s607
79.566	8.5	2.0	survey_medley	forward	People would say that I have iron self-discipline.	89	66,89,71,82,77	5.812	brief	Q16	s607
88.572	8.5	4.0	survey_medley	forward	I tend to act without thinking when I am really excited.	82	66,89,71,82,77	4.632	upps	Q37	s607
102.88	8.5	4.0	survey_medley	forward	I finish whatever I begin.	82	66,89,71,82,77	3.443	grit	Q07	s607
111.949	8.5	3.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	71	66,89,71,82,77	5.51	grit	Q05	s607
122.245	8.5	2.0	survey_medley	forward	As I get older, I begin to experience time as limited.	89	66,89,71,82,77	4.665	future_time	Q31	s607
134.034	8.5	5.0	survey_medley	forward	My future is filled with possibilities.	77	66,89,71,82,77	2.238	future_time	Q24	s607
143.24	8.5	4.0	survey_medley	forward	My future seems infinite to me.	82	66,89,71,82,77	2.627	future_time	Q26	s607
152.721	8.5	2.0	survey_medley	reverse	I wish I had more self-discipline.	82	66,89,71,82,77	4.835	brief	Q15	s607
162.678	8.5	5.0	survey_medley	forward	Most of my life lies ahead of me.	77	66,89,71,82,77	3.046	future_time	Q25	s607
174.535	8.5	4.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	82	66,89,71,82,77	5.488	future_time	Q28	s607
183.744	8.5	5.0	survey_medley	forward	I am able to work effectively toward long-term goals.	77	66,89,71,82,77	4.037	brief	Q19	s607
195.262	8.5	4.0	survey_medley	reverse	I say inappropriate things.	89	66,89,71,82,77	2.141	brief	Q12	s607
204.264	8.5	5.0	survey_medley	forward	Many opportunities await me in the future.	77	66,89,71,82,77	3.667	future_time	Q22	s607
213.402	8.5	5.0	survey_medley	reverse	I am lazy.	66	66,89,71,82,77	1.147	brief	Q11	s607
223.017	8.5	5.0	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	66	66,89,71,82,77	5.075	grit	Q03	s607
232.632	8.5	2.0	survey_medley	forward	Would you enjoy the sensation of skiing very fast down a high mountain slope?	89	66,89,71,82,77	4.944	impulsive_venture	Q40	s607
242.926	8.5	4.0	survey_medley	forward	When overjoyed, I feel like I cant stop myself from going overboard.	82	66,89,71,82,77	5.065	upps	Q35	s607
253.018	8.5	5.0	survey_medley	forward	I am a hard worker.	77	66,89,71,82,77	1.194	grit	Q04	s607
262.091	8.5	4.0	survey_medley	reverse	I have trouble concentrating.	89	66,89,71,82,77	2.435	brief	Q18	s607
272.25	8.5	3.0	survey_medley	forward	I have the sense that time is running out.	71	66,89,71,82,77	5.004	future_time	Q29	s607
282.14	8.5	3.0	survey_medley	reverse	I often act without thinking through all the alternatives.	71	66,89,71,82,77	5.105	brief	Q21	s607
291.822	8.5	2.0	survey_medley	reverse	I have a hard time breaking bad habits.	82	66,89,71,82,77	2.71	brief	Q10	s607
301.372	8.5	3.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	71	66,89,71,82,77	5.813	upps	Q36	s607
312.688	8.5	3.0	survey_medley	forward	Setbacks don't discourage me.	71	66,89,71,82,77	3.494	grit	Q02	s607
322.301	8.5	2.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	82	66,89,71,82,77	6.616	brief	Q13	s607
331.507	8.5	3.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	71	66,89,71,82,77	8.863	upps	Q33	s607
341.053	8.5	0.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	71	66,89,71,82,77	6.251	impulsive_venture	Q39	s607
350.53	8.5	3.0	survey_medley	forward	When I get really happy about something, I tend to do things that can have bad consequences.	71	66,89,71,82,77	7.149	upps	Q34	s607
359.737	8.5	5.0	survey_medley	forward	I am diligent.	77	66,89,71,82,77	1.229	grit	Q08	s607
369.828	8.5	4.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	89	66,89,71,82,77	6.079	brief	Q20	s607
380.736	8.5	4.0	survey_medley	forward	I expect that I will set many new goals in the future.	82	66,89,71,82,77	5.235	future_time	Q23	s607
390.625	8.5	0.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	77	66,89,71,82,77	6.213	impulsive_venture	Q38	s607
