onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.005	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.924	89.0	False	noncrit_signal	s518
5.257	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.617	89.0	False	noncrit_nosignal	s518
7.509	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.784	89.0	False	crit_stop_failure	s518
10.361	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.628	89.0	False	noncrit_nosignal	s518
12.713	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.647	89.0	False	crit_go	s518
14.965	0.85	0.3	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s518
17.217	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.388	89.0	False	noncrit_nosignal	s518
19.468	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.56	89.0	False	crit_go	s518
21.82	0.85	0.35	71.0	motor_selective_stop_signal	71.0	0.544	89.0	False	noncrit_nosignal	s518
24.472	0.85	0.35	89.0	motor_selective_stop_signal	89.0	0.508	89.0	False	crit_stop_failure	s518
27.224	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.542	89.0	False	crit_go	s518
29.476	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.563	89.0	False	crit_stop_failure	s518
32.227	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.591	89.0	False	noncrit_signal	s518
34.479	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.582	89.0	False	crit_go	s518
36.831	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.569	89.0	False	crit_go	s518
39.183	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.58	89.0	False	noncrit_nosignal	s518
41.734	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.554	89.0	False	crit_go	s518
43.986	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.426	89.0	False	noncrit_signal	s518
46.239	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.503	89.0	False	noncrit_nosignal	s518
48.491	0.85	0.25	89.0	motor_selective_stop_signal	71.0	0.466	89.0	False	crit_go	s518
50.843	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.483	89.0	False	crit_stop_failure	s518
53.495	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.485	89.0	False	crit_go	s518
55.847	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.673	89.0	False	noncrit_signal	s518
58.099	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.673	89.0	False	crit_go	s518
60.451	0.85	0.2	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s518
62.803	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.46	89.0	False	noncrit_nosignal	s518
65.655	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.413	89.0	False	noncrit_nosignal	s518
68.106	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.489	89.0	False	crit_go	s518
70.458	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.56	89.0	False	noncrit_nosignal	s518
73.111	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.575	89.0	False	noncrit_nosignal	s518
75.363	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.508	89.0	False	noncrit_signal	s518
77.616	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.583	89.0	False	noncrit_nosignal	s518
79.869	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.512	89.0	False	crit_go	s518
82.32	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.435	89.0	False	crit_go	s518
84.673	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.415	89.0	False	crit_stop_failure	s518
86.925	0.85	0.2	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s518
89.277	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.496	89.0	False	noncrit_signal	s518
91.729	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.604	89.0	False	crit_go	s518
94.08	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.453	89.0	False	crit_go	s518
96.333	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.602	89.0	False	crit_go	s518
98.584	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.534	89.0	False	noncrit_signal	s518
100.936	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.584	89.0	False	crit_stop_failure	s518
103.288	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.514	89.0	False	noncrit_nosignal	s518
105.64	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.445	89.0	False	noncrit_nosignal	s518
108.592	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.486	89.0	False	crit_go	s518
110.844	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.531	89.0	False	noncrit_nosignal	s518
