onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id
3.006	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s519
5.508	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.83	probe	AX	s519
7.282	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s519
9.785	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.817	probe	AX	s519
11.288	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s519
13.79	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.78	probe	AY	s519
16.244	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s519
18.747	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.748	probe	AY	s519
20.521	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s519
23.023	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.773	probe	AX	s519
24.934	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s519
27.437	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.897	probe	AX	s519
29.347	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s519
31.85	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.727	probe	AX	s519
34.44	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s519
36.942	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	1.103	probe	AY	s519
38.445	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s519
40.947	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.764	probe	BY	s519
42.45	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s519
44.954	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.804	probe	BY	s519
46.456	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s519
48.959	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.834	probe	AX	s519
50.597	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s519
53.1	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.916	probe	BX	s519
55.147	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s519
57.649	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.787	probe	AX	s519
