onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.013	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.511	89.0	False	crit_go	s617
5.368	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.422	89.0	False	noncrit_nosignal	s617
7.622	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.588	89.0	False	noncrit_signal	s617
10.074	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.43	89.0	False	crit_go	s617
12.43	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.8	89.0	False	noncrit_signal	s617
15.086	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.492	89.0	False	noncrit_nosignal	s617
17.342	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.531	89.0	False	crit_stop_failure	s617
19.593	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.568	89.0	False	noncrit_nosignal	s617
22.046	0.85	0.1	89.0	motor_selective_stop_signal	89.0	0.586	89.0	False	crit_go	s617
24.301	0.85	0.1	89.0	motor_selective_stop_signal	89.0	0.636	89.0	False	crit_stop_failure	s617
26.853	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.587	89.0	False	crit_go	s617
29.104	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.868	89.0	False	noncrit_signal	s617
31.457	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.684	89.0	False	crit_stop_failure	s617
33.71	0.85	0.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s617
36.264	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.415	89.0	False	crit_go	s617
38.816	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.547	89.0	False	crit_go	s617
41.169	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.612	89.0	False	noncrit_nosignal	s617
43.52	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.561	89.0	False	crit_go	s617
45.772	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.871	89.0	False	noncrit_signal	s617
48.229	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.437	89.0	False	noncrit_nosignal	s617
50.483	0.85	0.05	71.0	motor_selective_stop_signal	71.0	0.402	89.0	False	noncrit_signal	s617
52.938	0.85	0.05	89.0	motor_selective_stop_signal	71.0	0.429	89.0	False	crit_stop_failure	s617
55.592	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.609	89.0	False	noncrit_nosignal	s617
58.044	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.589	89.0	False	crit_go	s617
60.4	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.857	89.0	False	noncrit_signal	s617
62.655	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.53	89.0	False	crit_go	s617
65.209	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.603	89.0	False	crit_go	s617
67.462	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.588	89.0	False	noncrit_nosignal	s617
69.713	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.605	89.0	False	crit_go	s617
72.065	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.407	89.0	False	crit_go	s617
74.316	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.608	89.0	False	noncrit_signal	s617
76.968	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.426	89.0	False	noncrit_signal	s617
79.321	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.502	89.0	False	crit_go	s617
81.773	0.85	0.0	71.0	motor_selective_stop_signal	71.0	0.539	89.0	False	noncrit_signal	s617
84.125	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.495	89.0	False	crit_stop_failure	s617
86.379	0.85	0.0	89.0	motor_selective_stop_signal	89.0	0.43	89.0	False	crit_go	s617
88.631	0.85	0.0	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s617
90.887	0.85	0.05	89.0	motor_selective_stop_signal	89.0	0.427	89.0	False	crit_go	s617
93.139	0.85	0.05	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s617
95.494	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.681	89.0	False	noncrit_nosignal	s617
98.849	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.414	89.0	False	noncrit_nosignal	s617
101.402	0.85	0.1	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s617
104.153	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.47	89.0	False	crit_go	s617
106.909	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.455	89.0	False	crit_go	s617
109.563	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.468	89.0	False	crit_stop_failure	s617
112.014	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.692	89.0	False	noncrit_nosignal	s617
114.266	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.463	89.0	False	noncrit_nosignal	s617
116.619	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.622	89.0	False	noncrit_nosignal	s617
119.07	0.85	0.1	89.0	motor_selective_stop_signal	89.0	0.511	89.0	False	crit_go	s617
122.122	0.85	0.1	89.0	motor_selective_stop_signal	89.0	0.529	89.0	False	crit_go	s617
134.987	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.646	89.0	False	noncrit_signal	s617
137.242	0.85	0.1	89.0	motor_selective_stop_signal	89.0	0.585	89.0	False	crit_go	s617
139.595	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.652	89.0	False	noncrit_nosignal	s617
141.947	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.552	89.0	False	noncrit_nosignal	s617
144.299	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.574	89.0	False	noncrit_signal	s617
146.65	0.85	0.1	71.0	motor_selective_stop_signal	71.0	0.493	89.0	False	noncrit_nosignal	s617
149.002	0.85	0.1	89.0	motor_selective_stop_signal	89.0	0.52	89.0	False	crit_go	s617
151.254	0.85	0.1	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s617
153.607	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.458	89.0	False	noncrit_nosignal	s617
156.059	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.471	89.0	False	crit_go	s617
158.413	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.47	89.0	False	noncrit_nosignal	s617
161.268	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.648	89.0	False	crit_go	s617
163.82	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.555	89.0	False	noncrit_nosignal	s617
166.572	0.85	0.15	71.0	motor_selective_stop_signal	71.0	0.787	89.0	False	noncrit_signal	s617
168.825	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.542	89.0	False	crit_go	s617
171.08	0.85	0.15	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s617
173.932	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.445	89.0	False	noncrit_nosignal	s617
176.288	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.522	89.0	False	noncrit_nosignal	s617
178.544	0.85	0.2	89.0	motor_selective_stop_signal	-1.0	n/a	89.0	True	crit_stop_success	s617
180.8	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.597	89.0	False	noncrit_nosignal	s617
