onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id
3.009	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s553
5.513	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.735	probe	AY	s553
7.152	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
9.655	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.28	probe	AX	s553
11.292	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
13.796	0.5	AX	0.0	89.0	dot_pattern_expectancy	-1.0	n/a	probe	AX	s553
15.298	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
17.802	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.78	probe	AX	s553
19.303	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
21.808	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.704	probe	AX	s553
23.718	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s553
26.221	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.564	probe	BX	s553
27.858	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
30.362	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.671	probe	AX	s553
32.408	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
34.912	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.46	probe	AX	s553
36.687	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
39.191	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.795	probe	AX	s553
40.693	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
43.197	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.721	probe	AX	s553
45.379	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
47.884	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.479	probe	AX	s553
49.387	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s553
51.892	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.855	probe	BX	s553
55.571	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s553
58.076	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.459	probe	BY	s553
59.715	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s553
62.219	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.343	probe	BY	s553
63.858	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s553
66.362	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.377	probe	BX	s553
67.864	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
70.368	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.421	probe	AX	s553
72.278	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
74.783	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.829	probe	AX	s553
76.42	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s553
78.924	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.485	probe	BX	s553
80.426	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
82.929	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.634	probe	AX	s553
84.84	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s553
87.343	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.28	probe	BY	s553
89.526	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
92.03	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.573	probe	AX	s553
93.805	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
96.309	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.493	probe	AX	s553
97.812	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
100.317	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.429	probe	AX	s553
101.818	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
104.321	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.448	probe	AX	s553
106.367	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
108.87	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.447	probe	AX	s553
111.733	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s553
114.237	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.537	probe	BX	s553
115.739	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s553
118.243	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.235	probe	BY	s553
120.016	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
122.52	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.431	probe	AX	s553
124.294	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
126.798	0.5	AX	0.0	89.0	dot_pattern_expectancy	71.0	0.409	probe	AX	s553
129.659	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
132.163	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.573	probe	AX	s553
133.937	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s553
136.44	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.403	probe	BX	s553
138.079	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s553
140.582	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.394	probe	BX	s553
143.036	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
145.54	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.457	probe	AX	s553
147.179	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s553
149.684	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.344	probe	BX	s553
151.185	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
153.689	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.092	probe	AX	s553
155.328	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
157.831	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.415	probe	AX	s553
159.468	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s553
161.972	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.311	probe	BY	s553
164.154	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
166.658	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.434	probe	AX	s553
168.159	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s553
170.663	0.5	AY	0.0	71.0	dot_pattern_expectancy	-1.0	n/a	probe	AY	s553
172.301	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
174.805	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.818	probe	AX	s553
186.951	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
189.457	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.733	probe	AX	s553
191.639	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s553
194.143	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.732	probe	AY	s553
196.462	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s553
198.965	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.633	probe	AY	s553
200.603	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s553
203.107	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.377	probe	BX	s553
205.017	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
207.521	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.489	probe	AX	s553
211.064	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s553
213.566	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.302	probe	BX	s553
215.204	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s553
217.708	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.281	probe	BY	s553
219.209	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
221.713	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.034	probe	AX	s553
223.215	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
225.719	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.494	probe	AX	s553
227.492	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s553
229.996	0.5	BY	0.0	71.0	dot_pattern_expectancy	-1.0	n/a	probe	BY	s553
232.451	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
234.954	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.586	probe	AX	s553
236.863	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s553
239.367	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.433	probe	BX	s553
241.005	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
243.509	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.485	probe	AX	s553
245.012	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
247.514	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.828	probe	AX	s553
249.151	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
251.656	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.485	probe	AX	s553
253.294	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s553
255.797	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.375	probe	BY	s553
258.251	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
260.755	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.81	probe	AX	s553
262.256	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s553
264.761	0.5	BY	0.0	71.0	dot_pattern_expectancy	-1.0	n/a	probe	BY	s553
266.264	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
268.768	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.572	probe	AX	s553
270.406	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
272.91	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.344	probe	AX	s553
274.549	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s553
277.051	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.726	probe	AY	s553
278.689	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
281.193	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.605	probe	AX	s553
282.695	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
285.2	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.027	probe	AX	s553
286.702	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
289.207	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.517	probe	AX	s553
290.981	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
293.485	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.497	probe	AX	s553
295.668	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s553
298.171	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.219	probe	BX	s553
299.945	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s553
302.451	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.338	probe	BY	s553
303.953	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
306.458	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.446	probe	AX	s553
307.959	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
310.463	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.705	probe	AX	s553
312.102	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s553
314.605	0.5	AY	0.0	71.0	dot_pattern_expectancy	89.0	0.688	probe	AY	s553
316.786	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s553
319.29	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.873	probe	AY	s553
321.608	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s553
324.112	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.318	probe	BX	s553
325.75	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s553
328.253	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.31	probe	BX	s553
330.435	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s553
332.939	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.95	probe	AY	s553
334.984	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
337.488	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.012	probe	AX	s553
339.262	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
341.766	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.969	probe	AX	s553
343.267	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
345.771	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.173	probe	AX	s553
347.953	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s553
350.456	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.832	probe	AY	s553
352.91	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
355.415	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.52	probe	AX	s553
357.053	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s553
359.558	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.788	probe	AX	s553
