onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id
3.004	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s634
5.506	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.338	probe	AX	s634
7.687	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s634
10.19	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.437	probe	AY	s634
12.508	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s634
15.009	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.529	probe	AY	s634
16.648	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s634
19.15	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.294	probe	BX	s634
21.059	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s634
23.561	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.284	probe	AX	s634
27.102	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s634
29.604	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.271	probe	BX	s634
31.242	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s634
33.744	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.261	probe	BY	s634
35.245	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s634
37.747	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.32	probe	AX	s634
39.249	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s634
41.751	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.374	probe	AX	s634
43.524	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s634
46.026	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.303	probe	BY	s634
48.479	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s634
50.982	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.519	probe	AX	s634
52.891	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s634
55.394	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.308	probe	BX	s634
57.031	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s634
59.533	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.375	probe	AX	s634
61.034	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s634
63.536	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.316	probe	AX	s634
65.174	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s634
67.676	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.512	probe	AX	s634
69.313	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s634
71.816	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.331	probe	BY	s634
74.269	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s634
76.772	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.425	probe	AX	s634
78.273	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s634
80.775	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.27	probe	BY	s634
82.276	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s634
84.778	0.5	AX	0.0	89.0	dot_pattern_expectancy	71.0	0.37	probe	AX	s634
86.416	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s634
88.918	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.355	probe	AX	s634
90.555	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s634
93.058	0.5	AY	0.0	71.0	dot_pattern_expectancy	89.0	0.43	probe	AY	s634
94.695	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s634
97.197	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.336	probe	AX	s634
98.699	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s634
101.202	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.474	probe	AX	s634
102.703	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s634
105.205	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.456	probe	AX	s634
106.978	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s634
109.481	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.372	probe	AX	s634
111.662	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s634
