onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id
3.022	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s636
5.532	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.647	probe	BY	s636
7.174	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s636
9.685	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.683	probe	AY	s636
11.19	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
13.702	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.464	probe	AX	s636
15.752	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s636
18.263	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.364	probe	BY	s636
20.041	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
22.55	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.364	probe	BX	s636
24.192	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
26.704	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.471	probe	AX	s636
28.346	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
30.856	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.499	probe	AX	s636
32.361	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
34.873	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.456	probe	AX	s636
36.378	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s636
38.888	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.747	probe	AY	s636
40.937	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
43.448	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.785	probe	AX	s636
45.905	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
48.413	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.851	probe	AX	s636
50.326	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
52.837	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.602	probe	AX	s636
54.342	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
56.854	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.563	probe	AX	s636
58.768	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
61.278	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.386	probe	BX	s636
63.463	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
65.972	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.715	probe	AX	s636
67.477	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s636
69.987	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.448	probe	BY	s636
71.902	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
74.411	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.588	probe	BX	s636
76.732	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s636
79.243	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.817	probe	AY	s636
81.566	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
84.073	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.758	probe	BX	s636
85.716	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s636
88.226	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	1.241	probe	AY	s636
89.732	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s636
92.243	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.795	probe	BY	s636
94.156	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
96.668	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.413	probe	AX	s636
98.173	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s636
100.681	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.8	probe	AY	s636
103.002	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
105.513	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.336	probe	AX	s636
107.018	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s636
109.53	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.71	probe	AY	s636
112.26	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
114.771	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.626	probe	AX	s636
116.276	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
118.788	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.717	probe	AX	s636
120.431	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
122.94	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.671	probe	AX	s636
124.582	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
127.093	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.506	probe	AX	s636
128.872	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s636
131.383	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.572	probe	BY	s636
133.161	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
135.672	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.646	probe	AX	s636
137.177	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s636
139.686	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.468	probe	BY	s636
142.143	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
144.655	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.635	probe	AX	s636
146.297	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
148.808	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.662	probe	AX	s636
150.451	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
152.961	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.29	probe	BX	s636
154.466	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
156.975	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.536	probe	BX	s636
158.479	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
160.99	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.49	probe	AX	s636
163.313	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s636
165.824	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.756	probe	AY	s636
167.875	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
170.383	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.691	probe	AX	s636
174.336	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
176.845	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.429	probe	AX	s636
189.004	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s636
191.511	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.779	probe	AY	s636
193.154	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
195.663	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.238	probe	AX	s636
197.304	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
199.813	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.603	probe	AX	s636
201.319	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
203.829	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.571	probe	AX	s636
205.334	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
207.846	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.4	probe	AX	s636
209.76	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
212.269	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.558	probe	BX	s636
213.91	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
216.422	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.728	probe	AX	s636
218.469	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
220.978	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.56	probe	AX	s636
222.755	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
225.267	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.55	probe	AX	s636
226.772	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
229.283	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.61	probe	AX	s636
231.468	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
233.979	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.394	probe	AX	s636
235.481	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
237.991	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.566	probe	BX	s636
241.672	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s636
244.181	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.405	probe	BY	s636
245.822	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s636
248.334	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.455	probe	BY	s636
249.977	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
252.486	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.417	probe	BX	s636
253.992	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
256.498	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.636	probe	AX	s636
258.411	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
260.92	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.635	probe	AX	s636
262.561	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
265.07	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.386	probe	BX	s636
266.577	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
269.087	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.572	probe	AX	s636
271.0	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s636
273.511	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.516	probe	BY	s636
275.696	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
278.208	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.861	probe	AX	s636
279.986	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
282.497	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.597	probe	AX	s636
284.002	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
286.514	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.551	probe	AX	s636
288.019	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
290.531	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.415	probe	AX	s636
292.581	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
295.09	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.354	probe	AX	s636
297.957	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
300.467	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.313	probe	BX	s636
301.972	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s636
304.483	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	1.65	probe	BY	s636
306.262	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
308.773	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.57	probe	AX	s636
310.55	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
313.06	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.449	probe	AX	s636
315.926	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
318.437	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.513	probe	AX	s636
320.215	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
322.724	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.398	probe	BX	s636
324.366	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
326.876	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	1.052	probe	BX	s636
329.332	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
331.841	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.404	probe	AX	s636
333.484	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
335.995	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.699	probe	BX	s636
337.5	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
340.006	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.743	probe	AX	s636
341.649	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
344.159	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.65	probe	AX	s636
345.8	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s636
348.311	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.294	probe	BY	s636
350.496	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
353.007	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.872	probe	AX	s636
354.513	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s636
357.021	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	1.257	probe	AY	s636
358.663	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
361.175	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.75	probe	AX	s636
373.33	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
375.84	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.444	probe	AX	s636
378.026	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s636
380.533	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	1.218	probe	AY	s636
382.855	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s636
385.367	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.77	probe	AY	s636
387.009	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
389.519	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	1.389	probe	BX	s636
391.434	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
393.945	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.455	probe	AX	s636
397.492	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
400.002	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.386	probe	BX	s636
401.643	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s636
404.154	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.403	probe	BY	s636
405.661	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
408.171	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	1.202	probe	AX	s636
409.676	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
412.187	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.596	probe	AX	s636
413.965	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s636
416.477	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.839	probe	BY	s636
418.935	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
421.444	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.816	probe	AX	s636
423.357	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s636
425.866	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	1.007	probe	BX	s636
427.507	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
430.018	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.921	probe	AX	s636
431.524	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
434.036	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.61	probe	AX	s636
435.678	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s636
438.188	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.601	probe	AX	s636
439.829	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s636
