onset	duration	SS_delay	correct_response	experiment_exp_id	key_press	response_time	stop_response	stopped	trial_type	worker_id
3.019	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.571	71.0	False	crit_go	s192
5.274	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.406	71.0	False	noncrit_nosignal	s192
7.526	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.452	71.0	False	noncrit_signal	s192
9.88	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.381	71.0	False	crit_stop_failure	s192
12.436	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.487	71.0	False	noncrit_nosignal	s192
15.392	0.85	0.2	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s192
17.648	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.595	71.0	False	crit_go	s192
20.004	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.472	71.0	False	noncrit_nosignal	s192
22.56	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.619	71.0	False	noncrit_signal	s192
24.813	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.426	71.0	False	noncrit_signal	s192
27.167	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.625	71.0	False	noncrit_signal	s192
29.719	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.571	71.0	False	noncrit_signal	s192
32.171	0.85	0.25	89.0	motor_selective_stop_signal	71.0	0.601	71.0	False	noncrit_nosignal	s192
34.527	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.496	71.0	False	crit_go	s192
37.183	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.363	71.0	False	noncrit_nosignal	s192
39.738	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.612	71.0	False	crit_stop_failure	s192
42.491	0.85	0.2	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s192
45.047	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.412	71.0	False	noncrit_signal	s192
47.501	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.641	71.0	False	crit_go	s192
50.256	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.385	71.0	False	crit_go	s192
52.808	0.85	0.25	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s192
55.164	0.85	0.3	89.0	motor_selective_stop_signal	89.0	0.433	71.0	False	noncrit_nosignal	s192
57.42	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.609	71.0	False	crit_go	s192
60.076	0.85	0.3	71.0	motor_selective_stop_signal	71.0	0.431	71.0	False	crit_stop_failure	s192
62.328	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.485	71.0	False	noncrit_nosignal	s192
64.684	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.505	71.0	False	noncrit_nosignal	s192
66.936	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.619	71.0	False	crit_go	s192
69.288	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.578	71.0	False	noncrit_nosignal	s192
71.644	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.536	71.0	False	noncrit_nosignal	s192
73.898	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.555	71.0	False	noncrit_signal	s192
76.75	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.422	71.0	False	crit_go	s192
79.106	0.85	0.25	89.0	motor_selective_stop_signal	89.0	0.495	71.0	False	noncrit_nosignal	s192
81.358	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.509	71.0	False	crit_go	s192
83.711	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.428	71.0	False	crit_go	s192
86.166	0.85	0.25	71.0	motor_selective_stop_signal	71.0	0.364	71.0	False	crit_stop_failure	s192
88.418	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.545	71.0	False	noncrit_signal	s192
90.67	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.72	71.0	False	noncrit_nosignal	s192
93.422	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.393	71.0	False	noncrit_signal	s192
95.774	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.528	71.0	False	crit_go	s192
98.528	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.544	71.0	False	noncrit_nosignal	s192
100.984	0.85	0.2	71.0	motor_selective_stop_signal	89.0	0.516	71.0	False	crit_go	s192
103.24	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.63	71.0	False	crit_stop_failure	s192
105.592	0.85	0.15	89.0	motor_selective_stop_signal	89.0	0.452	71.0	False	noncrit_nosignal	s192
108.246	0.85	0.15	71.0	motor_selective_stop_signal	-1.0	n/a	71.0	True	crit_stop_success	s192
110.702	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.683	71.0	False	noncrit_nosignal	s192
112.959	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.436	71.0	False	noncrit_signal	s192
115.314	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.396	71.0	False	noncrit_signal	s192
118.266	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.411	71.0	False	crit_go	s192
120.519	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.432	71.0	False	crit_go	s192
123.471	0.85	0.2	89.0	motor_selective_stop_signal	89.0	0.535	71.0	False	noncrit_signal	s192
136.436	0.85	0.2	71.0	motor_selective_stop_signal	71.0	0.624	71.0	False	crit_stop_failure	s192
