onset	duration	coded_response	experiment_exp_id	item_coding	item_text	key_press	possible_responses	response_time	survey	trial_type	worker_id
1.009	8.5	2.0	survey_medley	reverse	I have difficulty maintaining my focus on projects that take more than a few months to complete.	82	66,89,71,82,77	5.048	grit	Q06	s608
12.322	8.5	3.0	survey_medley	reverse	New ideas and projects sometimes distract me from previous ones.	71	66,89,71,82,77	3.61	grit	Q01	s608
21.936	8.5	4.0	survey_medley	reverse	I do certain things that are bad for me, if they are fun.	89	66,89,71,82,77	3.387	brief	Q13	s608
31.142	8.5	4.0	survey_medley	forward	I am good at resisting temptation.	82	66,89,71,82,77	4.128	brief	Q09	s608
40.688	8.5	4.0	survey_medley	reverse	I often act without thinking through all the alternatives.	89	66,89,71,82,77	2.758	brief	Q21	s608
50.165	8.5	3.0	survey_medley	forward	I am a hard worker.	71	66,89,71,82,77	1.69	grit	Q04	s608
59.372	8.5	5.0	survey_medley	forward	There is plenty of time left in my life to make new plans.	77	66,89,71,82,77	2.802	future_time	Q28	s608
69.462	8.5	1.0	survey_medley	forward	I have the sense that time is running out.	66	66,89,71,82,77	2.433	future_time	Q29	s608
80.37	8.5	3.0	survey_medley	reverse	I have a hard time breaking bad habits.	71	66,89,71,82,77	3.288	brief	Q10	s608
90.26	8.5	1.0	survey_medley	forward	Do you sometimes like doing things that are a bit frightening?	66	66,89,71,82,77	3.972	impulsive_venture	Q39	s608
99.398	8.5	3.0	survey_medley	forward	I finish whatever I begin.	71	66,89,71,82,77	1.931	grit	Q07	s608
109.764	8.5	2.0	survey_medley	forward	Setbacks don't discourage me.	89	66,89,71,82,77	3.93	grit	Q02	s608
119.448	8.5	2.0	survey_medley	forward	People would say that I have iron self-discipline.	89	66,89,71,82,77	2.913	brief	Q16	s608
129.605	8.5	3.0	survey_medley	forward	When I am really excited, I tend not to think of the consequences of my actions.	71	66,89,71,82,77	5.825	upps	Q36	s608
138.811	8.5	4.0	survey_medley	forward	I am able to work effectively toward long-term goals.	82	66,89,71,82,77	3.668	brief	Q19	s608
149.99	8.5	3.0	survey_medley	reverse	Sometimes I can't stop myself from doing something, even if I know it is wrong.	71	66,89,71,82,77	4.785	brief	Q20	s608
159.266	8.5	3.0	survey_medley	forward	As I get older, I begin to experience time as limited.	71	66,89,71,82,77	4.045	future_time	Q31	s608
168.882	8.5	2.0	survey_medley	forward	Others would say I make bad choices when I am extremely happy about something.	89	66,89,71,82,77	4.45	upps	Q33	s608
177.952	8.5	2.0	survey_medley	reverse	Pleasure and fun sometimes keep me from getting work done.	82	66,89,71,82,77	3.524	brief	Q17	s608
186.955	8.5	3.0	survey_medley	forward	I am diligent.	71	66,89,71,82,77	1.618	grit	Q08	s608
201.261	8.5	2.0	survey_medley	forward	I tend to act without thinking when I am really excited.	89	66,89,71,82,77	3.055	upps	Q37	s608
210.33	8.5	5.0	survey_medley	reverse	I say inappropriate things.	66	66,89,71,82,77	2.458	brief	Q12	s608
220.626	8.5	4.0	survey_medley	forward	My future is filled with possibilities.	82	66,89,71,82,77	1.603	future_time	Q24	s608
232.415	8.5	2.0	survey_medley	reverse	I have trouble concentrating.	82	66,89,71,82,77	2.279	brief	Q18	s608
241.621	8.5	2.0	survey_medley	forward	Do you welcome new and exciting experiences and sensations even if they are a little frightening and unconventional?	89	66,89,71,82,77	3.548	impulsive_venture	Q38	s608
251.102	8.5	5.0	survey_medley	forward	I expect that I will set many new goals in the future.	77	66,89,71,82,77	2.209	future_time	Q23	s608
261.06	8.5	1.0	survey_medley	forward	There are only limited possibilities in my future.	66	66,89,71,82,77	2.002	future_time	Q30	s608
272.922	8.5	3.0	survey_medley	reverse	I have been obsessed with a certain idea or project for a short time but later lost interest.	71	66,89,71,82,77	3.229	grit	Q03	s608
282.131	8.5	5.0	survey_medley	forward	I could do anything I want in the future.	77	66,89,71,82,77	1.694	future_time	Q27	s608
293.649	8.5	1.0	survey_medley	forward	When overjoyed, I feel like I cant stop myself from going overboard.	66	66,89,71,82,77	4.4	upps	Q35	s608
302.654	8.5	5.0	survey_medley	forward	Most of my life lies ahead of me.	77	66,89,71,82,77	2.067	future_time	Q25	s608
311.794	8.5	2.0	survey_medley	reverse	I am lazy.	82	66,89,71,82,77	3.249	brief	Q11	s608
321.41	8.5	4.0	survey_medley	forward	I refuse things that are bad for me.	82	66,89,71,82,77	3.67	brief	Q14	s608
331.024	8.5	5.0	survey_medley	forward	Many opportunities await me in the future.	77	66,89,71,82,77	1.401	future_time	Q22	s608
341.318	8.5	3.0	survey_medley	reverse	I often set a goal but later choose to pursue a different one.	71	66,89,71,82,77	3.507	grit	Q05	s608
351.41	8.5	1.0	survey_medley	forward	When I get really happy about something, I tend to do things that can have bad consequences.	66	66,89,71,82,77	6.349	upps	Q34	s608
360.482	8.5	4.0	survey_medley	forward	My future seems infinite to me.	82	66,89,71,82,77	2.605	future_time	Q26	s608
370.642	8.5	1.0	survey_medley	forward	Sometimes when I feel bad, I can't seem to stop what I am doing even though it is making me feel worse.	66	66,89,71,82,77	3.547	upps	Q32	s608
380.532	8.5	2.0	survey_medley	reverse	I wish I had more self-discipline.	82	66,89,71,82,77	3.902	brief	Q15	s608
390.214	8.5	1.0	survey_medley	forward	Would you enjoy the sensation of skiing very fast down a high mountain slope?	66	66,89,71,82,77	3.143	impulsive_venture	Q40	s608
