onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id
3.013	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s602
5.519	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.548	probe	AY	s602
7.156	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
9.661	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.67	probe	AX	s602
11.3	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
13.81	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.43	probe	AX	s602
15.315	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
17.824	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.542	probe	AX	s602
19.327	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
21.836	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.512	probe	AX	s602
23.747	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s602
26.254	0.5	BX	0.0	71.0	dot_pattern_expectancy	-1.0	n/a	probe	BX	s602
27.892	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
30.399	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.938	probe	AX	s602
32.446	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
34.953	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.439	probe	AX	s602
36.729	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
39.236	0.5	AX	0.0	89.0	dot_pattern_expectancy	71.0	0.923	probe	AX	s602
40.737	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
43.246	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.485	probe	AX	s602
45.428	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
47.937	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.545	probe	AX	s602
49.439	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s602
51.948	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.518	probe	BX	s602
55.626	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s602
58.132	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.634	probe	BY	s602
59.77	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s602
62.276	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.732	probe	BY	s602
63.914	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s602
66.423	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.663	probe	BX	s602
67.925	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
70.431	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.389	probe	AX	s602
72.341	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
74.848	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.469	probe	AX	s602
76.485	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s602
78.993	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.332	probe	BX	s602
80.496	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
83.002	0.5	AX	0.0	89.0	dot_pattern_expectancy	71.0	0.706	probe	AX	s602
84.912	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s602
87.418	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.692	probe	BY	s602
89.601	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
92.109	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.426	probe	AX	s602
93.883	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
96.393	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.439	probe	AX	s602
97.894	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
100.403	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.501	probe	AX	s602
101.904	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
104.414	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.471	probe	AX	s602
106.459	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
108.968	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.518	probe	AX	s602
111.83	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s602
114.341	0.5	BX	0.0	71.0	dot_pattern_expectancy	-1.0	n/a	probe	BX	s602
115.842	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s602
118.345	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.559	probe	BY	s602
120.118	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
122.627	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.419	probe	AX	s602
124.401	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
126.91	0.5	AX	0.0	89.0	dot_pattern_expectancy	71.0	0.602	probe	AX	s602
129.773	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s602
