onset	duration	condition	correct	correct_response	experiment_exp_id	key_press	response_time	trial_id	trial_type	worker_id
3.017	0.5	AY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AY	s570
5.521	0.5	AY	1.0	71.0	dot_pattern_expectancy	71.0	0.779	probe	AY	s570
7.164	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
9.671	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.593	probe	AX	s570
11.312	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
13.816	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.587	probe	AX	s570
15.323	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
17.828	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.425	probe	AX	s570
19.335	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
21.842	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.451	probe	AX	s570
23.757	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s570
26.263	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.278	probe	BX	s570
27.901	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
30.41	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.451	probe	AX	s570
32.456	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
34.965	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.448	probe	AX	s570
36.739	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
39.248	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.379	probe	AX	s570
40.755	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
43.267	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.48	probe	AX	s570
45.448	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
47.954	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.471	probe	AX	s570
49.459	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s570
51.963	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.342	probe	BX	s570
55.641	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s570
58.147	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.259	probe	BY	s570
59.786	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s570
62.292	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.32	probe	BY	s570
63.934	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s570
66.444	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.236	probe	BX	s570
67.948	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
70.454	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.412	probe	AX	s570
72.367	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
74.873	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.411	probe	AX	s570
76.511	0.5	BX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BX	s570
79.02	0.5	BX	1.0	71.0	dot_pattern_expectancy	71.0	0.61	probe	BX	s570
80.522	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
83.029	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.506	probe	AX	s570
84.944	0.5	BY	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	BY	s570
87.45	0.5	BY	1.0	71.0	dot_pattern_expectancy	71.0	0.534	probe	BY	s570
89.632	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
92.141	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.426	probe	AX	s570
93.914	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
96.421	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.56	probe	AX	s570
97.925	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
100.433	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.608	probe	AX	s570
101.936	0.5	AX	n/a	n/a	dot_pattern_expectancy	-1.0	n/a	cue	AX	s570
104.445	0.5	AX	1.0	89.0	dot_pattern_expectancy	89.0	0.385	probe	AX	s570
